0AveragePolicyStd,ComputeUpdatedDistTime,1NumTrajs,0ProcessExecTime,0StdReturn,1EnvExecTime,0Entropy,0MinReturn,0NumTrajs,1AveragePolicyStd,1MinReturn,0EnvExecTime,0MaxReturn,1AverageReturn,1StdReturn,0Perplexity,ItrTime,0PolicyExecTime,0ExplainedVariance,1MaxReturn,1PolicyExecTime,LossAfter,LossBefore,MeanKLBefore,0AverageReturn,1ExplainedVariance,1Perplexity,MeanKL,Time,1ProcessExecTime,dLoss,1Entropy
0.731575,0.26900172233581543,2000,6.0887610912323,3237.11629966,294.89692640304565,2.19319,0.0,2000,0.731359,0.0,155.9785726070404,22200.0,3478.05,6733.86094284,8.96379,1066.1649317741394,164.99641227722168,0.0576467998894,23300.0,408.95408296585083,-0.0013290165225,-2.1536834538e-09,-3.72528519144e-09,1341.75,0.196772521047,8.95732,0.00816096458584,41950.24401855469,10.676170825958252,0.00132901436882,2.19247
0.730728,0.2996959686279297,2000,6.171478748321533,3320.10933555,294.81117033958435,2.19079,0.0,2000,0.730142,0.0,159.74288725852966,21800.0,3701.5,6648.17175997,8.94223,1074.1399862766266,168.34514260292053,0.072572609797,22700.0,409.1552519798279,-0.0010274136439,5.7480065152e-10,0.0,1418.0,0.191622837061,8.92598,0.00765486620367,43028.37308764458,10.717089653015137,0.0010274142187,2.18897
0.730385,0.2737255096435547,2000,5.8544020652771,3378.86733056,294.90438175201416,2.1894,0.0,2000,0.73091,0.0,148.14938640594482,21600.0,3634.45,6592.05644678,8.92984,1052.8074057102203,159.48915886878967,0.0763143199502,23300.0,408.8626868724823,-0.000396516290493,-1.01863406599e-09,0.0,1399.25,0.20173244532,8.94169,0.00680062267929,44085.01120042801,10.682498931884766,0.000396515271859,2.19073
0.728928,0.2686421871185303,2000,5.980355501174927,3488.05747337,294.10353422164917,2.18543,0.0,2000,0.728701,0.0,153.79532027244568,21100.0,3650.2,6699.03724128,8.89447,1062.776288509369,164.15130877494812,0.0657544002398,23300.0,409.1822829246521,-0.00169686204754,-1.65891833603e-09,-1.86264763613e-08,1427.75,0.189648083153,8.88961,0.00842941831797,45151.680121183395,10.709061861038208,0.00169686038862,2.18488
0.724696,0.28925132751464844,2000,5.992363214492798,3552.25354388,295.18092823028564,2.17157,0.0,2000,0.725082,0.0,150.76066493988037,21800.0,3693.9,6756.42751682,8.77209,1056.5919654369354,160.5732548236847,0.0666615780157,23200.0,408.9438579082489,-8.44634050736e-05,7.91260390542e-10,-3.72528474735e-09,1457.4,0.194347746295,8.7828,0.00943041499704,46212.19484710693,10.675802946090698,8.4464196334e-05,2.1728
0.723921,0.26416540145874023,2000,5.684554815292358,3472.30623073,295.53199338912964,2.16917,0.0,2000,0.722682,0.0,147.30580258369446,21800.0,3730.75,6808.44618379,8.75105,1052.5067176818848,158.69067645072937,0.0717087340604,23400.0,409.48177766799927,-0.00137664249633,-1.62981450558e-09,-3.72528519144e-09,1428.8,0.203178431855,8.72212,0.00650876201689,47268.642307043076,10.846843004226685,0.00137664086651,2.16586
0.72122,0.24327659606933594,2000,5.9194276332855225,3311.09696475,294.49693727493286,2.16052,0.0,2000,0.720803,0.0,154.5723476409912,22200.0,3390.05,6505.00545715,8.67563,1063.4216990470886,163.28393816947937,0.068985482114,22700.0,409.41892766952515,-0.0011158256093,-4.36557456851e-11,0.0,1363.3,0.181264830696,8.66625,0.00668061850592,48335.81643366814,10.75415301322937,0.00111582556565,2.15944
0.717812,0.2657003402709961,2000,5.586524248123169,3228.85784721,294.3840756416321,2.14994,0.0,2000,0.716836,0.0,143.10354161262512,20600.0,3891.85,7044.70145411,8.58437,1042.2445321083069,156.00010681152344,0.0667475844741,23100.0,408.26251792907715,-0.00159263378009,9.45874489844e-10,-1.49012091555e-08,1320.05,0.213262940321,8.5585,0.00861487165093,49381.99593305588,10.67369031906128,0.00159263472597,2.14693
0.713699,0.2652275562286377,2000,6.086580753326416,3069.03488046,294.49732851982117,2.13835,0.0,2000,0.71268,0.0,152.35510993003845,20700.0,3607.85,6653.69546775,8.48545,1060.5181188583374,162.94543623924255,0.0656310699884,22900.0,409.13603496551514,-0.000800548819825,-1.00772012956e-09,-1.8626424847e-08,1223.45,0.199375217534,8.46164,0.00679316138849,50446.36916422844,10.655764102935791,0.000800547812105,2.13554
0.712296,0.2709681987762451,2000,5.796980381011963,2995.17579451,296.49488520622253,2.13411,0.0,2000,0.711896,0.0,149.45980286598206,22500.0,3962.0,6866.70343032,8.44951,1058.8365106582642,159.7909107208252,0.0627759741606,22900.0,409.315678358078,-4.94765117764e-10,7.49423634261e-10,0.0,1201.4,0.218598629085,8.44085,0.0,51509.20990777016,10.843624591827393,1.24418875203e-09,2.13308
