LossBefore,MaxReturn,TotalExecTime,MaxKL,Time,MinReturn,LossAfter,StdReturn,ItrTime,AverageReturn,MeanKL,NumTrajs,AveragePolicyStd,ExplainedVariance,Perplexity,Entropy
0.0272628,400.0,5.901264190673828,1.17756,5.952051639556885,0.0,-0.000308427,139.55285737,5.952055931091309,255.0,0.100672,20,0.947542,0.704014817681,15.2117,2.72206
-0.0154045,500.0,5.473640441894531,0.639708,11.518167734146118,0.0,-0.0329533,94.8683298051,5.563415050506592,300.0,0.0522117,20,0.960347,0.846659813431,15.6321,2.74932
0.0117627,500.0,5.212249755859375,0.105267,16.78058958053589,300.0,0.00844169,62.2494979899,5.257861375808716,375.0,0.00722413,20,0.956565,0.92427432287,15.5121,2.74162
0.00380523,600.0,5.810946941375732,1.1995,22.633508920669556,300.0,-0.0108995,74.161984871,5.848050832748413,450.0,0.0624617,20,0.959399,0.918965691723,15.6036,2.7475
0.0257986,700.0,5.541134357452393,0.144952,28.236063718795776,400.0,0.0197095,70.7106781187,5.58892297744751,600.0,0.0131031,20,0.96043,0.930678683788,15.6334,2.74941
-0.00282167,800.0,5.133143663406372,0.102933,33.422839403152466,500.0,-0.0075342,67.082039325,5.175546407699585,650.0,0.00600071,20,0.966628,0.930673683974,15.8363,2.76231
0.00041613,800.0,5.144935131072998,0.0766581,38.60613560676575,500.0,-0.00976743,73.9932429347,5.177886009216309,645.0,0.0141911,20,0.966376,0.931248900348,15.814,2.76089
