Perplexity,LossAfter,NumTrajs,MeanKL,ExplainedVariance,MaxKL,AveragePolicyStd,AverageReturn,MaxReturn,LossBefore,TotalExecTime,Time,StdReturn,Entropy,MinReturn,ItrTime
15.3903,-0.0550732,20,0.173174,0.829870724834,3.23695,0.949513,14785.0,21100.0,-0.0188978,6.424765348434448,6.492400169372559,5862.10499735,2.73374,0.0,6.492406845092773
15.1022,0.0048496,20,0.0394634,0.742644476172,0.192887,0.940818,15200.0,21100.0,0.0202905,6.6950883865356445,13.251948118209839,5607.31664881,2.71484,0.0,6.749361038208008
15.2562,-0.028236,20,0.0351244,0.784572435446,0.148599,0.945416,15690.0,22800.0,-0.0135902,6.421802759170532,19.71259617805481,6858.56398964,2.72499,200.0,6.451481342315674
15.1529,0.00667743,20,0.037391,0.824166080879,0.136481,0.942171,14455.0,20200.0,0.0193124,6.444688320159912,26.20037078857422,6115.26573421,2.71819,0.0,6.4817280769348145
15.2999,-0.0104313,20,0.0114792,0.854946781903,0.0702508,0.9468,16670.0,22900.0,-0.00505505,6.426558971405029,32.66671919822693,6337.35749347,2.72785,0.0,6.460554599761963
15.2613,-0.0132399,20,0.0851772,0.741150508007,0.46254,0.945619,13305.0,21300.0,0.0193231,6.638087034225464,39.34743785858154,7265.70540278,2.72532,0.0,6.677075386047363
15.4095,-0.0221272,20,0.0329042,0.852207997987,0.158252,0.950415,16440.0,20700.0,-0.0120078,6.562664270401001,45.976285219192505,6983.72393498,2.73498,0.0,6.621618747711182
