AveragePolicyStd,TotalExecTime,Time,MinReturn,Perplexity,MeanKL,StdReturn,MaxReturn,LossAfter,ItrTime,AverageReturn,LossBefore,ExplainedVariance,NumTrajs,MaxKL,Entropy
0.929406,6.446379661560059,6.540130138397217,0.0,14.7277,0.0,0.0,0.0,-0.0,6.5401365756988525,0.0,-0.0,1,20,0.0,2.68973
0.929406,6.338446378707886,12.973856925964355,0.0,14.7277,0.0,0.0,0.0,-0.0,6.429476499557495,0.0,-0.0,1,20,0.0,2.68973
0.929406,6.501630783081055,19.528748512268066,0.0,14.7277,0.0,0.0,0.0,-0.0,6.552667856216431,0.0,-0.0,1,20,0.0,2.68973
0.929406,6.60969877243042,26.18055248260498,0.0,14.7277,0.0,0.0,0.0,-0.0,6.64680027961731,0.0,-0.0,1,20,0.0,2.68973
0.929406,8.460160970687866,34.72583842277527,0.0,14.7277,0.0,0.0,0.0,-0.0,8.529952049255371,0.0,-0.0,1,20,0.0,2.68973
0.929406,10.290246486663818,45.08713936805725,0.0,14.7277,0.0,0.0,0.0,-0.0,10.354125261306763,0.0,-0.0,1,20,0.0,2.68973
0.929406,9.802669286727905,54.95979571342468,0.0,14.7277,0.0,0.0,0.0,-0.0,9.867618322372437,0.0,-0.0,1,20,0.0,2.68973
