LossAfter,NumTrajs,MeanKL,AveragePolicyStd,Entropy,Time,TotalExecTime,Perplexity,MaxKL,MinReturn,AverageReturn,LossBefore,ExplainedVariance,MaxReturn,StdReturn,ItrTime
-0.0,20,0.0,1.0,2.83788,17.230507135391235,16.952738761901855,17.0795,0.0,0.0,0.0,-0.0,1,0.0,0.0,17.230512142181396
0.281144,20,2.87273,1.0,2.83788,34.19045066833496,16.761663675308228,17.0795,222.349,0.0,20.0,-0.0147911,0.0866757746282,400.0,87.1779788708,16.947145223617554
-0.0,20,0.0,0.996309,2.83048,49.95813822746277,15.637910604476929,16.9536,0.0,0.0,0.0,-0.0,1,0.0,0.0,15.736560106277466
-0.0,20,0.0,0.996309,2.83048,67.66195702552795,17.321159839630127,16.9536,0.0,0.0,0.0,-0.0,1,0.0,0.0,17.6220064163208
-0.0,20,0.0,0.996309,2.83048,85.23411655426025,17.331161737442017,16.9536,0.0,0.0,0.0,-0.0,1,0.0,0.0,17.56402015686035
-0.0,20,0.0,0.996309,2.83048,102.09459829330444,16.616159915924072,16.9536,0.0,0.0,0.0,-0.0,1,0.0,0.0,16.83586621284485
0.0161307,20,0.186899,0.996309,2.83048,118.04478740692139,15.687685251235962,16.9536,25.3747,0.0,15.0,-0.00273131,0.0710902521243,200.0,47.6969600708,15.925107717514038
