AverageReturn,ExplainedVariance,Entropy,Perplexity,LossAfter,NumTrajs,MaxReturn,LossBefore,StdReturn,ItrTime,Time,TotalExecTime,AveragePolicyStd,MeanKL,MinReturn,MaxKL
475.0,0.199451062067,2.72206,15.2117,-0.0823399,20,2200.0,0.0123778,809.861099202,5.047030448913574,5.047027349472046,4.954733610153198,0.947542,0.415573,0.0,4.45688
17180.0,0.734853146364,2.73444,15.4011,-0.0486444,20,20100.0,0.0077475,2254.905763,4.880868911743164,9.931888818740845,4.810764789581299,0.953638,0.204792,12700.0,0.534382
23075.0,0.99468408461,2.73831,15.4609,-0.029161,20,23400.0,-0.0242532,399.84371947,4.788768768310547,14.728567123413086,4.756108522415161,0.955202,0.00522749,21600.0,0.0297465
23120.0,0.996243710171,2.72619,15.2745,-0.0166462,20,23500.0,-0.00687642,240.0,4.738551616668701,19.470467805862427,4.704912424087524,0.949753,0.0229342,22700.0,0.428248
23165.0,0.995494766938,2.72275,15.2221,-0.0264821,20,23600.0,-0.0159189,265.094322836,4.835606575012207,24.31872844696045,4.793303728103638,0.948589,0.0349104,22600.0,0.370928
23330.0,0.997118094494,2.71479,15.1014,-0.00774111,20,23600.0,-0.00191695,187.349939952,4.844440937042236,29.168901205062866,4.7896881103515625,0.945243,0.0108862,22900.0,0.0563144
23205.0,0.997288632387,2.71383,15.087,0.0176852,20,23500.0,0.0241339,174.570902501,4.552903175354004,33.726866722106934,4.50273585319519,0.945174,0.0113922,22700.0,0.214017
