AveragePolicyStd,MaxReturn,Time,NumTrajs,LossBefore,LossAfter,MinReturn,MeanKL,Entropy,TotalExecTime,MaxKL,Perplexity,AverageReturn,ExplainedVariance,StdReturn,ItrTime
1.00326,10600.0,10.828939437866211,20,0.0120055,-0.0549836,0.0,0.705146,2.84233,10.750430583953857,2.56809,17.1557,3870.0,0.26673318541,2947.89755589,10.828945398330688
1.00915,17600.0,21.2890625,20,-0.00581761,-0.0319645,900.0,0.183325,2.85434,10.395254611968994,0.532792,17.3629,6955.0,0.323019420181,4166.11029619,10.455735921859741
1.00762,19800.0,32.09289479255676,20,-0.00429506,-0.0227175,0.0,0.126583,2.85143,10.757307529449463,0.362643,17.3125,11640.0,0.472099708088,6823.07848409,10.798891544342041
1.00638,32800.0,42.38485908508301,20,-0.0136618,-0.0379235,0.0,0.103501,2.84928,10.199557065963745,0.231228,17.2753,22170.0,0.656888207611,6728.90035593,10.285354375839233
1.00282,19800.0,53.126144886016846,20,-0.0299738,-0.0598023,0.0,0.14321,2.84245,10.688884735107422,0.318786,17.1577,13260.0,0.465259852266,5507.75816463,10.737318754196167
0.995283,27400.0,63.83790349960327,20,0.0191305,-0.0510519,11500.0,0.319149,2.82746,10.645380735397339,0.683825,16.9025,18785.0,0.447326735552,4107.95265309,10.70732593536377
0.999954,10300.0,74.47650384902954,20,0.00114784,-0.0389499,0.0,0.2096,2.83703,10.57560396194458,0.490732,17.0649,3945.0,0.174433545743,2325.61282246,10.634963274002075
