MaxKL,Perplexity,MinReturn,Entropy,NumTrajs,LossBefore,Time,MaxReturn,ItrTime,LossAfter,AverageReturn,TotalExecTime,MeanKL,StdReturn,ExplainedVariance,AveragePolicyStd
0.561032,15.4937,0.0,2.74043,20,0.0227395,4.874878168106079,2100.0,4.874882936477661,-0.011509,425.0,4.82331395149231,0.15837,500.874235712,0.147237394883,0.95435
0.414633,15.85,2900.0,2.76317,20,-0.00672406,9.729724407196045,10800.0,4.852131605148315,-0.0739362,7340.0,4.762218713760376,0.18677,2229.21510851,0.35858277675,0.965466
0.238426,15.7968,13100.0,2.75981,20,-0.0159812,14.429661273956299,21500.0,4.6977763175964355,-0.0474975,18785.0,4.667938470840454,0.0870285,2077.32399977,0.870581253125,0.963988
0.0669503,15.6711,18400.0,2.75182,20,-0.013264,19.25545310974121,21300.0,4.819152355194092,-0.0194611,20495.0,4.790928840637207,0.0116726,753.972811181,0.977625661113,0.959848
0.598361,15.5675,17700.0,2.74519,20,-0.0300881,23.977055072784424,21600.0,4.715411186218262,-0.0572195,19845.0,4.664945125579834,0.110415,957.327007871,0.959716820909,0.957297
1.08713,15.3351,15700.0,2.73014,20,-0.03637,28.724584817886353,21300.0,4.738559722900391,-0.0877242,18820.0,4.7073469161987305,0.279765,1587.9546593,0.907921908061,0.95059
1.13806,15.0587,14700.0,2.71196,20,-0.0210534,33.53519296646118,21200.0,4.805103063583374,-0.0771897,19020.0,4.759672403335571,0.303862,1824.99315067,0.900158489753,0.942329
