MinReturn,MeanKL,LossAfter,TotalExecTime,ExplainedVariance,MaxReturn,Perplexity,StdReturn,MaxKL,ItrTime,Entropy,AverageReturn,Time,LossBefore,AveragePolicyStd,NumTrajs
0.0,0.42227,-0.0376094,33.13026738166809,0.325109953191,11800.0,15.613,3602.9154861,1.39864,33.57943773269653,2.7481,4700.0,33.579432249069214,0.0109327,0.956152,20
0.0,0.0413944,-0.0197513,32.23341512680054,0.740924399964,44000.0,15.7846,16370.3084882,0.152703,32.88805961608887,2.75904,25400.0,66.48091650009155,-0.00622473,0.961364,20
0.0,0.0102901,-0.0111066,32.56338620185852,0.898202109901,49000.0,15.7356,20379.3639498,0.0401423,32.810396909713745,2.75592,30955.0,99.30660271644592,-0.00691896,0.959872,20
0.0,0.0356216,-0.0184358,30.962469339370728,0.870045976312,48500.0,15.6812,20702.0747752,0.202005,31.27799367904663,2.75246,27990.0,130.60919976234436,-0.00928335,0.958209,20
0.0,0.0202547,-0.0215613,33.330073595047,0.87243261124,48100.0,15.6086,19841.7860839,0.0912654,33.37201189994812,2.74782,29805.0,163.9922559261322,-0.0159331,0.956013,20
0.0,0.017374,-0.0202509,33.72357153892517,0.881099574605,48900.0,15.4848,22080.948236,0.157444,34.07017946243286,2.73986,26915.0,198.06886219978333,-0.0146884,0.952206,20
0.0,0.0956225,-0.0362986,32.40644907951355,0.85260395976,49700.0,15.3715,13403.3727099,0.369732,32.54531407356262,2.73251,37760.0,230.63274359703064,-0.0110057,0.948705,20
