AveragePolicyStd,ExplainedVariance,NumTrajs,ItrTime,LossBefore,StdReturn,LossAfter,Time,MeanKL,Perplexity,MaxReturn,Entropy,TotalExecTime,MinReturn,MaxKL,AverageReturn
0.999438,0.0369663253644,20,16.44939136505127,0.0247982,21.7944947177,0.0222252,16.449376583099365,0.00311365,17.0561,100.0,2.83651,16.11695432662964,0.0,0.373758,5.0
1.01185,1,20,16.198262453079224,-0.0,0.0,-0.0,32.67360734939575,0.0,17.4844,0.0,2.86131,16.051926136016846,0.0,0.0,0.0
1.01185,0.0918231424771,20,15.242344856262207,-0.00374436,21.7944947177,0.34315,47.93388628959656,3.50352,17.4844,100.0,2.86131,15.09591293334961,0.0,485.496,5.0
1.01088,0.143150063079,20,16.03074550628662,-0.0050258,110.792599031,-0.00735026,63.99224591255188,0.0678598,17.4517,500.0,2.85944,15.82799768447876,0.0,7.33431,35.0
1.00965,1,20,16.31706190109253,-0.0,0.0,-0.0,80.35228967666626,0.0,17.4079,0.0,2.85692,16.10459327697754,0.0,0.0,0.0
1.00965,0.155673491248,20,16.24567747116089,-0.0211562,482.078831728,-0.0243706,96.60938286781311,0.00113095,17.4079,2200.0,2.85692,16.000681161880493,0.0,0.00686457,140.0
1.00428,0.0706217008792,20,17.50986409187317,-0.013197,35.7071421427,-0.0142937,114.13790988922119,0.00936214,17.2247,100.0,2.84635,17.358675718307495,0.0,1.06731,15.0
