AverageReturn,MaxKL,StdReturn,MinReturn,TotalExecTime,ExplainedVariance,AveragePolicyStd,MeanKL,MaxReturn,ItrTime,LossAfter,Entropy,Perplexity,Time,NumTrajs,LossBefore
137.5,1.24914,233.117459664,0.0,5.676527738571167,0.116990230378,0.805297,0.33806,1300.0,5.755861043930054,-0.0309451,2.40341,11.0609,5.755856990814209,40,0.0308963
1340.0,10.3148,642.961896227,300.0,4.578733205795288,0.413730351535,0.817929,0.175478,2900.0,4.652505874633789,-0.0609046,2.43431,11.4079,10.413975954055786,40,0.00643312
3532.5,0.751857,695.121392276,2100.0,4.666285037994385,0.752710864568,0.819788,0.0566191,5000.0,4.699033498764038,-0.0630154,2.43752,11.4447,15.118261337280273,40,-0.0355743
4597.5,13.1971,913.095695971,2500.0,4.676518201828003,0.791709443474,0.81249,0.0456036,6500.0,4.7110435962677,-0.115106,2.41974,11.2429,19.8348867893219,40,-0.0879682
4575.0,47.4164,904.917123277,2400.0,4.776061773300171,0.754021734581,0.794749,0.0738153,6300.0,4.812472105026245,-0.0949297,2.37575,10.7591,24.65117049217224,40,-0.0500632
5217.5,1.64446,846.134593312,3500.0,4.600373268127441,0.82686452718,0.784639,0.0471232,7200.0,4.637260913848877,-0.0757581,2.35072,10.4931,29.297468185424805,40,-0.0495868
5650.0,1.44214,825.530132703,3400.0,4.603152275085449,0.852503192186,0.774946,0.11311,7700.0,4.66846489906311,-0.0831537,2.32593,10.2362,33.97137117385864,40,-0.0518497
