LossAfter,MaxReturn,Perplexity,Entropy,ExplainedVariance,StdReturn,Time,MeanKL,NumTrajs,MaxKL,TotalExecTime,AveragePolicyStd,LossBefore,MinReturn,ItrTime,AverageReturn
-0.0289311,2200.0,12.9461,2.5608,0.0343108626936,567.868822881,28.26944351196289,0.273098,20,0.972698,28.016821146011353,0.870797,0.00476268,0.0,28.26944899559021,405.0
-0.0528848,52600.0,13.0079,2.56556,0.920819584215,2869.86062379,54.01289343833923,0.183944,20,0.543474,25.543577909469604,0.872975,-0.0115442,41400.0,25.734267473220825,49570.0
-0.0214375,52900.0,12.9331,2.55979,0.976671684413,740.590980231,80.44203162193298,0.0757116,20,0.268372,26.245700120925903,0.87047,-0.00466499,49800.0,26.416101455688477,52045.0
-5.30779e-05,52800.0,12.9029,2.55746,0.984104626857,327.833799356,108.61092185974121,0.00617511,20,0.0160881,27.95673155784607,0.869414,0.00223045,51600.0,28.16150164604187,52295.0
-0.0209243,52900.0,12.9173,2.55857,0.964272020505,1000.29995501,134.2838294506073,0.00454147,20,0.0662392,25.601719856262207,0.869868,-0.0175072,49200.0,25.65188217163086,51780.0
-0.0235207,52900.0,12.8048,2.54982,0.967923002765,972.355387706,158.44285440444946,0.0153476,20,0.0505851,24.096576929092407,0.866072,-0.0192655,48900.0,24.149108171463013,51755.0
-0.0152665,53200.0,12.682,2.54018,0.980925691327,411.430431543,182.4451425075531,0.00150674,20,0.0501975,23.942286729812622,0.861971,-0.0128364,51000.0,23.994136333465576,52435.0
