StdReturn,NumTrajs,TotalExecTime,MeanKL,AveragePolicyStd,LossAfter,MaxKL,Time,LossBefore,ItrTime,ExplainedVariance,Entropy,MaxReturn,AverageReturn,MinReturn,Perplexity
0.0,20,12.225566148757935,0.0,0.935103,-0.0,0.0,12.31274127960205,-0.0,12.312747240066528,1,2.7007,0.0,0.0,0.0,14.8902
152.561463024,20,11.946362495422363,0.0236395,0.935103,0.0190489,0.2087,24.428068161010742,0.0306057,12.107142686843872,0.0482180871792,2.7007,700.0,35.0,0.0,14.8902
190.459969547,20,10.615949630737305,0.0193579,0.942673,-0.0101384,0.117222,35.12083864212036,0.00224932,10.688861608505249,0.173664599486,2.716,600.0,85.0,0.0,15.1198
315.277655409,20,10.670060157775879,0.0206074,0.943105,-0.0104324,0.16444,45.84526181221008,-0.000460541,10.717475175857544,0.511905648318,2.71713,1000.0,360.0,0.0,15.1368
127.573508222,20,10.741005897521973,0.00678771,0.943191,-0.00764157,0.0888899,56.64685010910034,-0.00393085,10.793676853179932,0.90720714914,2.7169,900.0,685.0,300.0,15.1333
102.347447452,20,10.703277111053467,0.0153236,0.942358,0.0026891,0.0745797,67.40739226341248,0.00850717,10.752321720123291,0.915938397481,2.71493,900.0,745.0,600.0,15.1036
198.683164863,20,10.335782527923584,0.121552,0.944549,-0.035836,0.756326,77.81297898292542,-0.0017707,10.397588968276978,0.88504384188,2.71919,1200.0,845.0,400.0,15.168
