LossBefore,AveragePolicyStd,Entropy,MinReturn,StdReturn,ExplainedVariance,LossAfter,MeanKL,Perplexity,TotalExecTime,MaxReturn,Time,ItrTime,AverageReturn,MaxKL,NumTrajs
0.0160911,1.00326,2.84233,0.0,893.36442732,0.332077419782,0.0110447,0.0279875,17.1557,10.790858745574951,3000.0,10.894641399383545,10.894645929336548,370.0,0.0689136,20
-0.00985275,1.01161,2.85842,0.0,676.664614118,0.197624093634,-0.0185257,0.0172798,17.434,10.463188648223877,2400.0,21.44048285484314,10.540237188339233,225.0,0.0773982,20
0.000426583,1.00911,2.85349,0.0,1095.67330897,0.456658945635,-0.00725294,0.0139306,17.3483,10.677008867263794,2900.0,32.16877245903015,10.721986293792725,1050.0,0.0733623,20
-0.00421929,1.0093,2.85371,0.0,1122.1742289,0.438600415892,-0.0214559,0.0404373,17.352,10.497417211532593,2900.0,42.78347635269165,10.610442638397217,1285.0,0.140228,20
-0.0138951,1.00817,2.8516,0.0,1038.31594421,0.527444669735,-0.0181815,0.00830117,17.3154,10.515761375427246,3500.0,53.349650859832764,10.561651706695557,1170.0,0.032206,20
-0.00781134,1.00458,2.84465,0.0,978.915215941,0.607355936267,-0.0132446,0.0116284,17.1955,10.69627332687378,2700.0,64.10615587234497,10.752058744430542,1435.0,0.0616849,20
-0.0168461,1.00272,2.84074,0.0,907.895919145,0.580436515619,-0.0212127,0.00979847,17.1285,10.65057110786438,3500.0,74.80391097068787,10.6922128200531,1835.0,0.0323091,20
