AverageReturn,Entropy,MaxKL,NumTrajs,LossAfter,TotalExecTime,MinReturn,ItrTime,AveragePolicyStd,Time,Perplexity,ExplainedVariance,MeanKL,MaxReturn,LossBefore,StdReturn
110.0,2.849,0.11666,20,8.57525e-05,16.20320463180542,0.0,16.46439003944397,1.00568,16.464382648468018,17.2706,0.0701812188231,0.00355654,2200.0,0.00523649,479.478883789
160.0,2.85424,1879.56,20,4.13341,16.435444593429565,0.0,16.673759698867798,1.00821,33.154059410095215,17.3612,0.175390629068,16.9138,2000.0,0.00648081,468.401537145
180.0,2.85748,0.523825,20,0.0031377,15.6399405002594,0.0,15.842024087905884,1.00986,49.006245613098145,17.4176,0.2883156414,0.00253729,1800.0,0.00699512,468.614980554
60.0,2.86098,37.1849,20,0.0272054,15.95221209526062,0.0,16.202770233154297,1.01167,65.24562382698059,17.4786,0.0752580445535,0.215398,700.0,0.000541188,165.529453572
155.0,2.86125,0.334748,20,0.0148504,18.142263889312744,0.0,18.320722341537476,1.01181,83.5995044708252,17.4833,0.240618369717,0.0017203,1100.0,0.0156535,351.390096616
80.0,2.86907,0.899644,20,-0.00181149,15.651240110397339,0.0,15.796547651290894,1.01575,99.42902278900146,17.6207,0.191122543525,0.00355853,400.0,-0.000712343,143.527000944
130.0,2.86872,209.426,20,-0.0658939,15.834624767303467,0.0,16.05962824821472,1.01554,115.5350866317749,17.6144,0.201123837634,2.18796,1400.0,0.00684972,330.302891298
