Perplexity,MaxKL,Time,ExplainedVariance,AveragePolicyStd,MeanKL,MinReturn,MaxReturn,ItrTime,TotalExecTime,StdReturn,Entropy,LossBefore,NumTrajs,LossAfter,AverageReturn
11.7087,0.955747,8.065845489501953,0.192842476184,0.828509,0.517988,1400.0,12500.0,8.065848588943481,8.000173091888428,2876.71253343,2.46033,0.0157286,20,-0.0833448,6605.0
11.8943,0.567143,15.965317487716675,0.625196244621,0.83523,0.226326,0.0,29300.0,7.896541595458984,7.836477756500244,6512.56285958,2.47606,-0.017071,20,-0.0789387,18605.0
11.7932,0.129981,23.8443443775177,0.96259720887,0.831585,0.0271294,37000.0,41200.0,7.870607137680054,7.833899974822998,1311.52582895,2.46752,-0.00884894,20,-0.0216109,38830.0
11.7411,0.0202259,31.782328844070435,0.974718270433,0.829642,0.00349549,37300.0,40600.0,7.93108057975769,7.8833701610565186,926.552750792,2.4631,-0.00617854,20,-0.00848032,39250.0
11.7049,0.0191002,39.650959730148315,0.965144864523,0.828421,0.00670948,36100.0,39900.0,7.860270261764526,7.780078649520874,987.471518577,2.46001,-0.0246117,20,-0.0273712,38730.0
11.5618,0.0360689,47.3593385219574,0.97817826084,0.823176,0.0105039,37400.0,41100.0,7.704878568649292,7.639536380767822,805.900117881,2.4477,0.00321121,20,-0.000527024,39795.0
11.5803,0.0562724,55.238216400146484,0.980857225616,0.823773,0.012709,39200.0,42400.0,7.873963356018066,7.838763236999512,716.309988762,2.44931,0.0137763,20,0.00869024,40370.0
