AverageReturn,Time,LossBefore,MaxKL,AveragePolicyStd,NumTrajs,Perplexity,MinReturn,MaxReturn,StdReturn,ExplainedVariance,TotalExecTime,LossAfter,Entropy,MeanKL,ItrTime
35.0,16.462748289108276,0.00416335,157.412,1.00066,20,17.1021,0.0,700.0,152.561463024,0.0680027190979,16.166210412979126,-0.326053,2.8392,1.17039,16.46275234222412
0.0,33.0778694152832,-0.0,0.0,1.00276,20,17.1734,0.0,0.0,0.0,1,16.357576847076416,-0.0,2.84336,0.0,16.60353970527649
65.0,50.094645500183105,-0.00169772,649.012,1.00276,20,17.1734,0.0,1000.0,219.715725427,0.238995836344,16.840386867523193,1.1288,2.84336,5.50752,17.00411868095398
105.0,65.09575986862183,-0.0202404,0.00535048,1.00232,20,17.1589,0.0,1100.0,272.90108098,0.578485909472,14.830800294876099,-0.0219095,2.84252,0.00073255,14.97641634941101
10.0,80.7355797290802,0.012918,395.901,0.997267,20,16.9861,0.0,200.0,43.5889894354,0.0986758974922,15.495857000350952,0.543344,2.8324,3.9152,15.635608673095703
45.0,96.80284762382507,0.00520677,3512.94,1.00049,20,17.0962,0.0,500.0,135.922772191,0.0809476096369,15.883305788040161,11.0583,2.83885,35.6638,16.031870126724243
15.0,113.1157500743866,0.0103549,3.0986,1.0018,20,17.1407,0.0,300.0,65.3834841531,0.0626415246221,16.137914657592773,0.0104436,2.84146,0.0171992,16.259228706359863
