Entropy,Perplexity,LossAfter,TotalExecTime,StdReturn,MaxKL,ItrTime,MeanKL,AverageReturn,MinReturn,LossBefore,ExplainedVariance,NumTrajs,MaxReturn,Time,AveragePolicyStd
2.7007,14.8902,-0.0,10.866156816482544,0.0,0.0,10.971881866455078,0.0,0.0,0.0,-0.0,1,20,0.0,10.971879959106445,0.935103
2.7007,14.8902,-0.0,10.737694501876831,0.0,0.0,10.802675247192383,0.0,0.0,0.0,-0.0,1,20,0.0,21.777493715286255,0.935103
2.7007,14.8902,-0.0,10.720939874649048,0.0,0.0,10.801642417907715,0.0,0.0,0.0,-0.0,1,20,0.0,32.588963747024536,0.935103
2.7007,14.8902,-0.0,10.662678241729736,0.0,0.0,10.702919960021973,0.0,0.0,0.0,-0.0,1,20,0.0,43.29696202278137,0.935103
2.7007,14.8902,-0.0,10.5560302734375,0.0,0.0,10.62913703918457,0.0,0.0,0.0,-0.0,1,20,0.0,53.93438410758972,0.935103
2.7007,14.8902,-0.0,10.419419527053833,0.0,0.0,10.46415901184082,0.0,0.0,0.0,-0.0,1,20,0.0,64.40702629089355,0.935103
2.7007,14.8902,-0.0,10.559595346450806,0.0,0.0,10.641055345535278,0.0,0.0,0.0,-0.0,1,20,0.0,75.0533275604248,0.935103
