LossAfter,NumTrajs,MeanKL,LossBefore,Perplexity,MinReturn,Entropy,Time,StdReturn,MaxReturn,AverageReturn,TotalExecTime,ItrTime,AveragePolicyStd,ExplainedVariance,MaxKL
-0.358968,40,3.31147,0.0145437,5.67789,1400.0,1.73658,6.843981742858887,690.488957189,4600.0,3115.0,6.738095998764038,6.843986988067627,0.58088,0.673458859582,7.81811
-0.140284,40,0.543982,0.00226777,5.76107,1200.0,1.75112,13.785999774932861,902.049749182,4900.0,3107.5,6.842934608459473,6.937077522277832,0.58566,0.642660796969,1.65883
-0.0842948,40,0.0411165,-0.067403,5.7676,6400.0,1.75226,19.833699464797974,302.396676569,7800.0,7357.5,5.972606897354126,6.042802333831787,0.585597,0.985973024549,0.146296
-0.0611573,40,0.00786128,-0.0512929,5.57647,7000.0,1.71856,25.846879720687866,286.312766044,8100.0,7495.0,5.936140537261963,6.007083892822266,0.57525,0.989769817683,0.0591672
-0.0567836,40,0.0695913,-0.0203787,5.43527,6800.0,1.69291,31.953205108642578,320.45865568,8000.0,7532.5,5.993519306182861,6.09332013130188,0.567359,0.989257857801,0.522987
-0.0451353,40,0.00495673,-0.0362326,5.38017,7100.0,1.68272,37.983431816101074,282.831663715,8200.0,7627.5,5.994106769561768,6.024350881576538,0.564589,0.991680004992,0.101749
-0.0279714,40,0.0984429,-0.00800917,5.28358,7100.0,1.6646,43.855021715164185,246.931164497,8200.0,7705.0,5.82637882232666,5.865176439285278,0.559312,0.99196562312,0.188554
