LossBefore,Entropy,TotalExecTime,NumTrajs,MinReturn,ItrTime,MaxKL,MeanKL,Perplexity,StdReturn,AverageReturn,LossAfter,AveragePolicyStd,ExplainedVariance,Time,MaxReturn
-0.0,2.7007,9.31123971939087,20,0.0,9.364292621612549,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,9.364288091659546,0.0
-0.0,2.7007,9.197470903396606,20,0.0,9.260336637496948,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,18.628174304962158,0.0
-0.0,2.7007,9.296957969665527,20,0.0,9.345579862594604,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,27.977885007858276,0.0
-0.0,2.7007,8.777416706085205,20,0.0,8.834924936294556,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,36.82215714454651,0.0
-0.0,2.7007,7.710806369781494,20,0.0,7.7660071849823,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,44.59325957298279,0.0
-0.0,2.7007,8.461304664611816,20,0.0,8.496399164199829,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,53.09775519371033,0.0
-0.0,2.7007,8.318660974502563,20,0.0,8.354147911071777,0.0,0.0,14.8902,0.0,0.0,-0.0,0.935103,1,61.46165132522583,0.0
