MaxKL,LossBefore,Time,ItrTime,MeanKL,LossAfter,NumTrajs,ExplainedVariance,MaxReturn,StdReturn,Perplexity,AverageReturn,Entropy,AveragePolicyStd,TotalExecTime,MinReturn
2.91605,-0.0108051,18.442201375961304,18.44220733642578,0.0144427,-0.0145959,20,0.534926839117,3900.0,1068.5972113,21.7921,490.0,3.08155,1.12957,18.348089694976807,0.0
0.82332,0.00187933,40.37565803527832,21.927716732025146,0.0162889,-0.0021216,20,0.367083032003,4600.0,1371.08533651,21.5579,875.0,3.07074,1.12348,21.825111865997314,0.0
0.422819,-0.0018038,62.32384514808655,21.941990613937378,0.00120009,-0.00431263,20,0.623237403716,6200.0,1576.73713726,21.5782,830.0,3.07168,1.12402,21.865091800689697,0.0
0.454066,-0.00659857,84.16692328453064,21.835455179214478,0.00298472,-0.00926371,20,0.201971602335,3100.0,719.722168618,21.5587,300.0,3.07078,1.12352,21.74747633934021,0.0
0.125905,0.00445983,103.12075185775757,18.94698143005371,0.00143565,0.00192808,20,0.496554563829,2800.0,902.925799831,21.4877,565.0,3.06748,1.1217,18.8726544380188,0.0
0.179974,-0.00520214,120.1925413608551,17.06430172920227,0.00178655,-0.00700895,20,0.4024515824,3600.0,855.511542879,21.5357,410.0,3.06971,1.12293,16.938409090042114,0.0
1.6695,0.00820255,137.55183815956116,17.341742992401123,0.00226689,0.00600085,20,0.479316904368,4900.0,1474.65250144,21.4798,980.0,3.06711,1.12146,17.254799604415894,0.0
