Entropy,MeanKL,ItrTime,StdReturn,ExplainedVariance,MaxReturn,NumTrajs,Perplexity,LossBefore,LossAfter,TotalExecTime,AveragePolicyStd,AverageReturn,MinReturn,Time,MaxKL
2.56857,0.0999036,13.93946123123169,1252.35777636,0.941933277145,21500.0,20,13.0471,-0.0338532,-0.0535958,13.811603546142578,0.87453,19940.0,17000.0,13.939453601837158,0.236775
2.53472,0.00861045,14.687477827072144,304.795013083,0.991482084875,21700.0,20,12.6129,0.00378618,-0.00271522,14.46842098236084,0.859727,21210.0,20600.0,28.632157802581787,0.0568115
2.53661,0.00124635,14.867887735366821,337.786915081,0.991261793202,21800.0,20,12.6368,-0.00349754,-0.00540494,14.774108409881592,0.860585,21230.0,20400.0,43.502975940704346,0.00702672
2.53486,0.00660506,12.357882738113403,451.082032451,0.988617448726,21700.0,20,12.6147,-0.0198046,-0.0239047,12.180596590042114,0.859802,21255.0,19600.0,55.871129274368286,0.0350133
2.52496,0.0510617,15.635574579238892,369.425229241,0.98954259773,21700.0,20,12.4904,-0.0304819,-0.0463538,15.496859788894653,0.855525,21255.0,20000.0,71.51325249671936,0.12282
2.50972,0.0181741,15.190349817276001,224.499443206,0.99310207069,21600.0,20,12.3015,-0.00202427,-0.00699598,14.986396312713623,0.849098,21260.0,20700.0,86.75517320632935,0.0464726
2.50871,0.0557748,14.258331298828125,227.760839479,0.992810566684,21800.0,20,12.289,0.000173371,-0.00937963,14.11106824874878,0.848642,21325.0,20900.0,101.02880215644836,0.132748
