AverageReturn,MeanKL,Perplexity,MaxReturn,AveragePolicyStd,MaxKL,ExplainedVariance,Entropy,TotalExecTime,LossAfter,StdReturn,Time,LossBefore,NumTrajs,MinReturn,ItrTime
0.0,0.0,17.1021,0.0,1.00066,0.0,1,2.8392,16.12343192100525,-0.0,0.0,16.447540998458862,-0.0,20,0.0,16.447547435760498
50.0,98.9424,17.1021,1000.0,1.00066,5135.73,0.165850802535,2.8392,16.586803436279297,17.9222,217.944947177,33.31496453285217,0.0159061,20,0.0,16.849045276641846
0.0,0.0,17.2386,0.0,1.00465,0.0,1,2.84715,17.518288373947144,-0.0,0.0,51.132245779037476,-0.0,20,0.0,17.79868769645691
0.0,0.0,17.2386,0.0,1.00465,0.0,1,2.84715,16.54246687889099,-0.0,0.0,67.87255954742432,-0.0,20,0.0,16.735862255096436
0.0,0.0,17.2386,0.0,1.00465,0.0,1,2.84715,15.675724029541016,-0.0,0.0,83.79908967018127,-0.0,20,0.0,15.899360656738281
45.0,0.294381,17.2386,500.0,1.00465,38.5919,0.148853105155,2.84715,15.574904203414917,0.0115469,135.922772191,99.60197734832764,-0.0279906,20,0.0,15.775697946548462
0.0,0.0,16.9991,0.0,0.997644,0.0,1,2.83316,16.569254159927368,-0.0,0.0,116.49123406410217,-0.0,20,0.0,16.86935257911682
