StdReturn,AverageReturn,LossAfter,ExplainedVariance,MaxReturn,MinReturn,Entropy,LossBefore,MaxKL,Perplexity,NumTrajs,AveragePolicyStd,MeanKL,TotalExecTime,ItrTime,Time
562.561107792,845.0,-0.00897101,0.516881091143,1900.0,0.0,2.45436,0.00398618,0.27261,11.639,20,0.827472,0.0675199,10.732294082641602,10.825717687606812,10.82571530342102
638.35726674,2050.0,0.00227787,0.770502332058,3800.0,800.0,2.45835,0.00725489,0.0349539,11.6855,20,0.829272,0.0103697,10.645529985427856,10.708746433258057,21.53728175163269
1069.24038457,2315.0,-0.0188844,0.586505280585,5800.0,1300.0,2.46197,-0.0127214,0.023466,11.728,20,0.830832,0.00918751,10.588831663131714,10.636343002319336,32.17865872383118
1519.07866814,4320.0,0.00239028,0.32510184714,7300.0,2000.0,2.45561,0.0143038,0.0424476,11.6536,20,0.828401,0.0213102,10.239730596542358,10.271751880645752,42.45448017120361
3579.86033247,11740.0,-0.0186685,0.238493669837,20900.0,5100.0,2.46277,0.00795416,0.111423,11.7372,20,0.831566,0.0507705,10.59579086303711,10.644837141036987,53.107293367385864
11545.4005994,22465.0,-0.00797987,0.752776911581,37000.0,0.0,2.46674,-0.000286005,0.0258582,11.784,20,0.833686,0.0116717,10.42625617980957,10.491164445877075,63.60211205482483
15381.4328006,26555.0,-0.0107908,0.828158588616,37700.0,0.0,2.4666,-0.00658737,0.0174365,11.7823,20,0.833615,0.00592643,10.596954584121704,10.635735511779785,74.24235582351685
