AverageReturn,LossAfter,MinReturn,AveragePolicyStd,LossBefore,MeanKL,StdReturn,ItrTime,Perplexity,TotalExecTime,MaxReturn,Entropy,MaxKL,ExplainedVariance,NumTrajs,Time
2340.0,-0.053331,200.0,0.95435,0.0115962,0.312767,2202.362368,9.172707557678223,15.4937,9.0917329788208,7800.0,2.74043,0.654321,0.0999190758116,20,9.17270278930664
19905.0,-0.0316864,16600.0,0.960182,-0.0241831,0.0180251,1276.90054429,4.854813814163208,15.6744,4.7987329959869385,21600.0,2.75203,0.0366737,0.945750314239,20,14.031753301620483
20315.0,-0.0257481,18500.0,0.954568,-0.0108956,0.054774,939.294948352,4.909107685089111,15.486,4.871840715408325,21700.0,2.73994,0.431715,0.968091764132,20,18.944724559783936
20615.0,-0.0253162,19100.0,0.952015,-0.0191,0.0114898,642.086442779,4.826762437820435,15.4019,4.791273832321167,21200.0,2.73449,0.0817752,0.980695411771,20,23.792968034744263
20345.0,-0.0479722,18500.0,0.947827,-0.0359366,0.0311975,704.609821107,4.823461294174194,15.2555,4.778933525085449,21400.0,2.72494,0.266631,0.975276558916,20,28.62252688407898
20820.0,-0.0497166,19100.0,0.939805,-0.0297657,0.115494,752.063827079,5.025228261947632,14.9838,4.980968952178955,21700.0,2.70697,0.931084,0.979240951023,20,33.652910232543945
19760.0,-0.0546477,14800.0,0.933177,-0.0084599,0.238118,1729.85548529,4.737116575241089,14.7625,4.7046074867248535,21500.0,2.69209,0.855482,0.920193970171,20,38.39445400238037
