AverageReturn,MeanKL,ItrTime,Perplexity,Entropy,LossAfter,StdReturn,MaxReturn,LossBefore,MaxKL,ExplainedVariance,NumTrajs,AveragePolicyStd,Time,MinReturn,TotalExecTime
1547.5,2.41562,6.207616090774536,5.67789,1.73658,-0.266712,654.594340031,3800.0,0.0261534,5.83972,0.379260996413,40,0.58088,6.2076122760772705,400.0,6.124556303024292
6062.5,0.213139,7.317046642303467,5.82834,1.76273,-0.0938307,577.359290217,7300.0,-0.0372972,0.50528,0.911592270445,40,0.58899,13.527153491973877,4900.0,7.221490383148193
7327.5,0.0162285,5.874723672866821,5.72066,1.74408,-0.0685708,375.491344774,8000.0,-0.0565789,0.094719,0.982093747822,40,0.583549,19.40617847442627,6500.0,5.814213514328003
7542.5,0.126422,6.376776933670044,5.56109,1.71579,-0.0839522,253.85773575,8000.0,-0.0586399,0.306842,0.988872873611,40,0.574716,25.788135290145874,6800.0,6.342907190322876
7562.5,0.0435495,6.0307464599609375,5.40041,1.68647,-0.0606701,301.402969461,8100.0,-0.0409906,0.132732,0.990171741411,40,0.566565,31.82394242286682,6800.0,5.955983877182007
7725.0,0.175182,6.112980127334595,5.29085,1.66598,-0.0643674,245.713247506,8200.0,-0.0288212,0.622195,0.993148097457,40,0.560229,37.946568727493286,7200.0,5.994021415710449
7650.0,0.112414,6.0336267948150635,5.21516,1.65157,-0.0735515,335.410196625,8300.0,-0.0503945,0.168779,0.987446193249,40,0.556362,43.98713564872742,6800.0,5.981561183929443
