MaxKL,LossBefore,ExplainedVariance,MaxReturn,LossAfter,TotalExecTime,AveragePolicyStd,AverageReturn,Entropy,Time,Perplexity,MinReturn,StdReturn,MeanKL,ItrTime,NumTrajs
5.17752,0.0148327,0.147260795273,500.0,-0.0290793,4.936506032943726,0.805297,135.0,2.40341,5.007650852203369,11.0609,0.0,110.792599031,0.235328,5.007652997970581,40
4.1888,0.0249621,0.105691581366,900.0,-0.00313209,4.8087921142578125,0.811154,130.0,2.41824,9.868826389312744,11.2261,0.0,174.928556845,0.0368764,4.857483386993408,40
0.370799,0.0274522,0.161678683024,800.0,-0.00219392,4.810155868530273,0.816242,210.0,2.43073,14.75390076637268,11.3671,0.0,204.694894905,0.0680218,4.880709886550903,40
1.40503,0.0190087,0.338945870819,1700.0,-0.00286535,4.717833757400513,0.82206,647.5,2.44445,19.544435739517212,11.5242,0.0,450.548277102,0.0312695,4.776817560195923,40
0.780063,0.0166441,0.299558966616,2300.0,-0.0105096,4.818974018096924,0.826229,995.0,2.45396,24.417212963104248,11.6343,0.0,562.11653596,0.0567457,4.868917465209961,40
0.505905,-0.00674963,0.380866232195,4600.0,-0.040698,4.772218704223633,0.829778,1757.5,2.46228,29.2384774684906,11.7315,0.0,957.049502377,0.0518768,4.817334413528442,40
1.81359,-0.0225067,0.538006773114,5800.0,-0.0627963,4.857102632522583,0.828339,3042.5,2.4589,34.15268540382385,11.692,0.0,1268.24435737,0.0817549,4.8991124629974365,40
