MaxKL,MeanKL,MaxReturn,AveragePolicyStd,NumTrajs,Entropy,LossAfter,ItrTime,LossBefore,TotalExecTime,Perplexity,MinReturn,ExplainedVariance,StdReturn,AverageReturn,Time
0.0,0.0,0.0,1.00568,20,2.849,-0.0,17.11306619644165,-0.0,16.8659451007843,17.2706,0.0,1,0.0,0.0,17.113057613372803
0.0,0.0,0.0,1.00568,20,2.849,-0.0,16.632388591766357,-0.0,16.37220335006714,17.2706,0.0,1,0.0,0.0,33.766379833221436
183.12,1.69153,400.0,1.00568,20,2.849,0.251619,17.18211054801941,-0.0127066,16.96338391304016,17.2706,0.0,0.165467985734,120.0,40.0,50.968364000320435
51.8799,0.369714,2000.0,1.00246,20,2.84265,0.04919,15.516172647476196,0.0170017,15.358520984649658,17.1612,0.0,0.141495959697,451.109742746,150.0,66.49824976921082
142.921,1.14806,700.0,1.00674,20,2.85115,0.175637,16.680390119552612,-0.0135608,16.37288498878479,17.3077,0.0,0.253435124746,179.164728672,70.0,83.20281744003296
1457.91,12.8128,700.0,1.00333,20,2.84437,-2.64454,16.46600914001465,-0.0141243,16.251179218292236,17.1907,0.0,0.143067192304,159.608896995,55.0,99.68935894966125
0.0545913,0.000596065,900.0,0.999818,20,2.83731,0.00575016,16.45532751083374,0.00646547,16.33642268180847,17.0697,0.0,0.0999251456019,196.150452459,45.0,116.17788696289062
