1PolicyExecTime,1NumTrajs,1MinReturn,MeanKL,0MinReturn,1Perplexity,LossAfter,1StdReturn,0ProcessExecTime,dLoss,0AverageReturn,0StdReturn,1ProcessExecTime,1ExplainedVariance,0Entropy,LossBefore,Time,MeanKLBefore,1EnvExecTime,0Perplexity,0PolicyExecTime,0NumTrajs,1MaxReturn,1AverageReturn,ComputeUpdatedDistTime,ItrTime,0MaxReturn,1AveragePolicyStd,0EnvExecTime,0ExplainedVariance,0AveragePolicyStd,1Entropy
80.98458743095398,400,0.0,0.00654460722581,0.0,17.0944,-0.00204839766957,673.380975006,2.2515816688537598,0.00204839766957,54.75,353.026114473,2.3612465858459473,0.0778014335861,2.83788,0.0,268.2265989780426,9.08039476943e-10,69.9669737815857,17.0795,22.47873592376709,400,8400.0,118.25,6.416033983230591,268.22660279273987,4400.0,1.00044,62.68658995628357,0.0555896161478,1.0,2.83875
86.43256330490112,400,0.0,0.00993265304714,0.0,16.9352,-0.00254186545499,362.75327359,2.485931158065796,0.00254186564998,59.75,350.435354238,2.2834312915802,0.0707019211909,2.82984,1.94995658509e-10,541.9378607273102,-9.66247637457e-10,70.0994086265564,16.9428,27.85933017730713,400,4000.0,57.75,0.4619276523590088,272.52430605888367,3800.0,0.995772,66.77001309394836,0.0844131626602,0.995992,2.82939
89.9313132762909,400,0.0,0.00955012347549,0.0,17.0191,-0.00341146602295,945.502511895,2.3718173503875732,0.00341146590654,136.5,738.693271934,2.4498519897460938,0.063702581192,2.83127,-1.16415321827e-10,820.6061820983887,-8.44011138756e-10,71.439621925354,16.967,26.334127187728882,400,9700.0,215.0,0.475827693939209,277.49391651153564,8900.0,0.998241,65.69487166404724,0.0552759215066,0.996701,2.83434
96.59302592277527,400,0.0,0.008743644692,0.0,17.0217,-0.00292976479977,2015.90412408,2.563652992248535,0.00292976527126,219.5,1157.63541325,2.5113983154296875,0.0727336867328,2.83185,4.71482131115e-10,1117.6176853179932,4.03088096235e-09,77.47639632225037,16.9768,29.21103000640869,400,27600.0,366.75,0.5432186126708984,295.8194386959076,15600.0,0.99832,69.08681559562683,0.0549920782078,0.996991,2.83449
95.89712190628052,400,0.0,0.00640367018059,0.0,17.3036,-0.00299659953453,354.899985912,2.8532192707061768,0.00299659998855,60.0,310.080634674,2.758277177810669,0.0424450448356,2.85003,4.54019766227e-10,1436.1071326732635,-2.67755095873e-10,83.47337341308594,17.2882,28.46705460548401,400,4200.0,64.0,0.580242395401001,317.23513984680176,3400.0,1.00656,79.7145185470581,0.0384804091245,1.0061,2.85092
99.99966096878052,400,0.0,0.00647285394371,0.0,17.0686,-0.00108630722389,1271.13568808,3.0924859046936035,0.00108630780596,173.25,737.332650505,2.8738760948181152,0.0414934402412,2.83767,5.82076664646e-10,1775.502771615982,7.27595594885e-10,86.10724186897278,17.0759,30.578115463256836,400,14300.0,233.75,0.697833776473999,337.872407913208,7000.0,0.999695,84.906409740448,0.0472141430435,0.999897,2.83724
98.35134506225586,400,0.0,0.00942290201783,0.0,17.4292,-0.00354042649269,563.136251275,2.923173666000366,0.00354042635518,115.75,703.936742542,2.804919481277466,0.0231028715092,2.85564,-1.37515596133e-10,2098.3502867221832,-5.69852964816e-09,83.53339910507202,17.3855,36.00203251838684,400,5600.0,107.25,0.48125123977661133,321.23408484458923,11200.0,1.01025,82.40763664245605,0.0355671503796,1.00896,2.85815
93.81011772155762,400,0.0,0.00658841663972,0.0,17.5003,-0.00299664400518,759.436468706,2.918912887573242,0.00299664349004,265.5,1016.19867644,2.9439663887023926,0.0860741653708,2.8596,-5.15137821289e-10,2422.748278617859,5.64614188736e-10,85.17568802833557,17.4545,36.92116117477417,400,6400.0,212.5,0.5396134853363037,323.07062697410583,8600.0,1.01233,82.49849128723145,0.0843371300077,1.01098,2.86222
99.69929814338684,400,0.0,0.00993074011058,0.0,17.5176,-0.00372237199917,1349.83737446,2.949374198913574,0.00372237216798,157.75,875.808162499,2.7616522312164307,0.0310343532984,2.86163,1.688022222e-10,2757.624596118927,-1.52504064932e-09,85.29466962814331,17.4901,39.57772779464722,400,20400.0,196.25,0.5429654121398926,333.24629187583923,13400.0,1.01284,82.4042341709137,0.0250892241832,1.01201,2.86321
102.38055062294006,400,0.0,0.0066849347204,0.0,17.5675,-0.00332294311374,876.484455082,2.9201700687408447,0.00332294393447,202.5,881.727707402,3.1641392707824707,0.0368800880449,2.86456,8.20728041084e-10,3105.0701723098755,-8.38191016594e-10,92.31904172897339,17.5414,38.828569173812866,400,7900.0,225.0,0.4655952453613281,345.86919951438904,8100.0,1.01426,81.02354049682617,0.0436172623361,1.01349,2.86605
103.63378071784973,400,0.0,0.00659608095884,0.0,17.4911,-0.00267027039081,431.923314953,3.002347946166992,0.00267027029186,139.25,618.695755198,3.0534591674804688,0.044505974377,2.86375,-9.89529985729e-11,3447.0764575004578,-5.20958209904e-09,89.99779319763184,17.5271,34.96023511886597,400,3700.0,106.5,0.6952970027923584,340.01114439964294,6200.0,1.01205,82.83642315864563,0.0401259542708,1.01308,2.86169
103.02190518379211,400,0.0,0.00828437227756,0.0,17.5375,-0.00276346551254,973.00022482,3.0648505687713623,0.0027634648075,266.5,950.540767143,3.0778489112854004,0.0648312573675,2.8628,-7.05040303917e-10,3788.0206649303436,1.8335404306e-09,89.61933755874634,17.5104,33.45133876800537,400,8000.0,293.25,0.5801863670349121,339.2588517665863,9100.0,1.0134,85.37918138504028,0.0666547935039,1.0126,2.86434
