MeanKL,MinReturn,Time,ExplainedVariance,MaxReturn,NumTrajs,AveragePolicyStd,LossBefore,AverageReturn,MaxKL,Perplexity,ItrTime,Entropy,StdReturn,LossAfter,TotalExecTime
0.856261,0.0,16.921642541885376,0.0911531058006,2000.0,20,0.999438,-0.000695118,105.0,80.9575,17.0561,16.921647787094116,2.83651,435.287261472,-0.124073,16.693094968795776
