MaxReturn,NumTrajs,ExplainedVariance,StdReturn,Time,Perplexity,MinReturn,LossAfter,MeanKL,LossBefore,MaxKL,Entropy,AveragePolicyStd,TotalExecTime,AverageReturn,ItrTime
1400.0,2000,0.130951415015,81.6920895803,79.77501916885376,5.60742,0.0,-0.0317584,1.23412,0.000385707,19.6159,1.72409,0.574709,79.47169542312622,8.45,79.77502417564392
2900.0,2000,0.820503552638,1165.05783118,161.00091576576233,5.60959,0.0,-0.0143566,0.0564228,-0.00670498,0.629243,1.72448,0.574893,80.92319345474243,1090.5,81.2220048904419
3000.0,2000,0.833696972835,1208.0526313,242.34396266937256,5.59081,0.0,-0.00382451,0.023911,-0.00425692,0.314061,1.72112,0.573964,81.07432270050049,1137.8,81.34069871902466
3000.0,2000,0.831861510804,1221.35966857,320.83064126968384,5.57893,0.0,-0.00348499,0.0505673,0.00101739,0.404876,1.719,0.57336,78.18817353248596,1208.4,78.4838433265686
3000.0,2000,0.832618645341,1245.53506173,400.5948374271393,5.58177,0.0,-0.0087945,0.013487,-0.00817084,0.0986569,1.71951,0.573466,79.49163818359375,1217.1,79.7617597579956
3000.0,2000,0.83378287668,1255.7855858,486.1153953075409,5.55901,0.0,-0.00861937,0.0231788,-0.00516301,0.170572,1.71542,0.572253,85.18688416481018,1234.75,85.51684093475342
3000.0,2000,0.826827390795,1255.53136162,576.4860739707947,5.54467,0.0,-0.00735944,0.0188562,-0.00384774,0.2654,1.71284,0.571526,90.00809931755066,1291.0,90.36826491355896
