NumTrajs,MeanKL,MaxReturn,ItrTime,Time,LossBefore,StdReturn,Entropy,MinReturn,LossAfter,AverageReturn,AveragePolicyStd,Perplexity,MaxKL,ExplainedVariance,TotalExecTime
20,1.02522,600.0,11.66799807548523,11.667991876602173,0.00232388,146.287388383,2.8392,0.0,-0.16875,60.0,1.00066,17.1021,118.501,0.250640726864,11.491169452667236
20,0.00718651,400.0,11.685198307037354,23.358375072479248,-0.00435877,87.1779788708,2.84152,0.0,-0.00906921,20.0,1.00186,17.1419,1.55787,0.212756307872,11.565032958984375
20,32.4211,800.0,11.268001794815063,34.6307327747345,0.0176205,184.661853126,2.83935,0.0,13.7355,70.0,1.00078,17.1046,3175.0,0.219974201353,11.210106372833252
20,0.000282792,500.0,11.767707347869873,46.41959190368652,-0.012731,124.09673646,2.84816,0.0,-0.0135998,40.0,1.00519,17.2559,0.00325003,0.243672298314,11.726186752319336
20,5.55016,400.0,11.485571146011353,57.91911482810974,-0.00988102,106.183802908,2.84179,0.0,0.945621,35.0,1.002,17.1464,563.04,0.256889126495,11.433490991592407
20,8.85918,600.0,11.270524978637695,69.19881057739258,0.0104952,152.561463024,2.83685,0.0,1.65124,65.0,0.999586,17.0619,981.826,0.289694425178,11.22329568862915
20,0.000474901,700.0,11.211192846298218,80.42162299156189,-0.0112232,152.561463024,2.8421,0.0,-0.0119452,35.0,1.00217,17.1517,0.0679882,0.193534471576,11.156516790390015
