AveragePolicyStd,NumTrajs,LossBefore,Time,MaxKL,Entropy,MeanKL,ExplainedVariance,MinReturn,AverageReturn,Perplexity,LossAfter,ItrTime,MaxReturn,StdReturn,TotalExecTime
0.999438,20,0.0257855,15.756649017333984,0.372648,2.83651,0.00280257,0.0377313011495,0.0,10.0,17.0561,0.0233568,15.756656408309937,200.0,43.5889894354,15.548022747039795
1.01235,20,-0.0104973,32.49647259712219,2.19687,2.8623,0.0260534,0.16223277556,0.0,85.0,17.5017,-0.00981042,16.712963342666626,1600.0,348.245602987,16.513888597488403
1.00973,20,-0.0,48.964250564575195,0.0,2.85705,0.0,1,0.0,0.0,17.4101,-0.0,16.441890954971313,0.0,0.0,16.389568567276
1.00973,20,-0.0102431,66.1620876789093,0.0155576,2.85705,0.000698851,0.244409289514,0.0,45.0,17.4101,-0.0121815,17.16725754737854,700.0,156.444878472,16.983572483062744
1.00716,20,-0.0166367,82.64428877830505,2268.0,2.85193,37.9057,0.123520612319,0.0,45.0,17.3211,4.18254,16.46993851661682,900.0,196.150452459,16.275477170944214
1.00302,20,0.00872085,99.02456760406494,40.0302,2.84361,0.262365,0.117634144694,0.0,10.0,17.1776,0.0397744,16.34667944908142,200.0,43.5889894354,16.202195405960083
1.00526,20,-0.0034473,115.35444283485413,0.0223599,2.84797,0.000233682,0.137110547563,0.0,25.0,17.2527,-0.00424853,16.30996823310852,300.0,69.8212002188,16.09000039100647
