Perplexity,MinReturn,MeanKL,TotalExecTime,MaxKL,MaxReturn,Entropy,AverageReturn,LossAfter,AveragePolicyStd,NumTrajs,StdReturn,LossBefore,Time,ExplainedVariance,ItrTime
17.2706,0.0,0.0,17.594111680984497,0.0,0.0,2.849,0.0,-0.0,1.00568,20,0.0,-0.0,17.87516140937805,1,17.875166654586792
17.2706,0.0,11.6576,16.40955948829651,1119.6,300.0,2.849,15.0,1.31679,1.00568,20,65.3834841531,-0.0110835,34.554309129714966,0.117793144984,16.659154653549194
17.1751,0.0,0.0,16.757673263549805,0.0,0.0,2.84346,0.0,-0.0,1.00293,20,0.0,-0.0,51.51909637451172,1,16.947765350341797
17.1751,0.0,0.0,16.10241150856018,0.0,0.0,2.84346,0.0,-0.0,1.00293,20,0.0,-0.0,67.76355147361755,1,16.22992491722107
17.1751,0.0,0.0,16.633934020996094,0.0,0.0,2.84346,0.0,-0.0,1.00293,20,0.0,-0.0,84.61850428581238,1,16.829650402069092
17.1751,0.0,3.32841,17.199851751327515,388.636,800.0,2.84346,40.0,-0.494325,1.00293,20,174.355957742,0.00430839,102.02445363998413,0.0532180200093,17.372308492660522
17.2122,0.0,0.175872,16.360795497894287,27.2502,600.0,2.84562,30.0,0.030057,1.00395,20,130.766968306,0.0247969,118.5796582698822,0.185705152279,16.52337670326233
