MaxReturn,NumTrajs,TotalExecTime,AverageReturn,Perplexity,MinReturn,Time,ExplainedVariance,Entropy,ItrTime,MeanKL,StdReturn,LossAfter,MaxKL,AveragePolicyStd,LossBefore
3600.0,40,4.814171552658081,2020.0,11.4353,400.0,4.881755590438843,0.3958835145,2.4367,4.881759405136108,0.488341,798.811617342,-0.0892639,1.17749,0.82843,-0.0188197
3900.0,40,4.3384850025177,1585.0,11.2221,0.0,9.281583309173584,0.351891057073,2.41788,4.397030830383301,0.162669,921.561175397,-0.0817441,0.891659,0.819209,-0.0338531
6200.0,40,3.6563613414764404,4605.0,11.0337,1800.0,12.99517297744751,0.725199753167,2.40096,3.703143835067749,0.149143,976.716437867,-0.106244,0.651989,0.812606,-0.0561335
6000.0,40,4.656688451766968,4057.5,10.7284,1500.0,17.69204020500183,0.627675113095,2.37289,4.689982652664185,1.71425,1142.12247592,-0.250145,3.226,0.801247,-0.0223936
2800.0,40,3.50274395942688,1145.0,10.6089,0.0,21.234346866607666,0.254546800637,2.36169,3.5370726585388184,0.465795,644.573502403,-0.0546898,1.22387,0.797392,0.0349546
7000.0,40,4.467813968658447,5795.0,10.7959,4200.0,25.753557920455933,0.87509122839,2.37917,4.511632204055786,0.319641,749.316355086,-0.142866,0.974374,0.805442,-0.0773993
6500.0,40,4.558884382247925,4410.0,10.3861,1700.0,30.361714124679565,0.679120054069,2.34047,4.59921932220459,1.41186,1096.08393839,-0.161025,2.238,0.789499,0.0193586
