0PolicyExecTime,1Perplexity,ItrTime,1Entropy,0StdReturn,MeanKLBefore,0ProcessExecTime,LossBefore,1NumTrajs,ComputeUpdatedDistTime,1EnvExecTime,0MaxReturn,1ExplainedVariance,0AveragePolicyStd,LossAfter,0NumTrajs,0Perplexity,0MinReturn,1StdReturn,0ExplainedVariance,1MaxReturn,MeanKL,1AverageReturn,1AveragePolicyStd,0EnvExecTime,0Entropy,dLoss,0AverageReturn,1ProcessExecTime,Time,1PolicyExecTime,1MinReturn
1.5595238208770752,16.7954,9.891627073287964,2.8211,33.3307290649,0.0,0.05749702453613281,2.44472175837e-09,80,0.7500524520874023,1.7467741966247559,300.0,0.232163714922,1.0,-0.00373103702441,80,17.0795,0.0,209.627646078,0.0998060738897,1500.0,0.00714366836473,42.5,0.991785,1.296424388885498,2.83788,0.00373103946913,3.75,0.07636213302612305,9.891626596450806,2.793611526489258,0.0
1.0798401832580566,17.0587,7.4185521602630615,2.83666,88.8819441732,1.39698397295e-09,0.04248785972595215,-9.31322574615e-10,80,0.08880877494812012,1.7751429080963135,800.0,0.0860346651104,1.00024,-0.00500389980152,80,17.0872,0.0,122.212673238,0.0776157536612,1100.0,0.00998444855213,13.75,0.999462,0.9568896293640137,2.83833,0.0050038988702,10.0,0.07602548599243164,17.653252601623535,2.7915244102478027,0.0
1.3575310707092285,16.5092,7.899316787719727,2.80392,66.6614581299,5.82076609135e-10,0.057833194732666016,3.72529029846e-09,80,0.09754776954650879,1.7230513095855713,600.0,0.223866202721,0.987922,-0.00683037703857,80,16.6681,0.0,275.655468837,0.102070049317,1600.0,0.00743557326496,66.25,0.983296,1.2636284828186035,2.8135,0.00683038076386,7.5,0.07363009452819824,25.870366096496582,2.771190881729126,0.0
1.3215882778167725,17.0462,7.888731956481934,2.83593,211.685940724,-5.72458747072e-17,0.055609703063964844,2.32830643654e-09,80,0.08294105529785156,1.7751495838165283,1700.0,0.303765390646,0.995653,-0.0076321545057,80,16.9263,0.0,290.473750966,0.111647774737,1900.0,0.00782037619501,75.0,0.999205,1.2005302906036377,2.82887,0.00763215683401,36.25,0.07500839233398438,34.01365423202515,2.816789388656616,0.0
1.2636845111846924,16.806,7.378127574920654,2.82174,108.9079313,0.0,0.052887678146362305,0.0,80,0.08444666862487793,1.6552348136901855,900.0,0.0453192205139,0.995351,-0.0069789160043,80,16.9122,0.0,111.102430216,0.280206349166,1000.0,0.00650016125292,12.5,0.992472,1.1918811798095703,2.82804,0.0069789160043,16.25,0.06999731063842773,41.72969579696655,2.589413642883301,0.0
1.2267229557037354,16.8903,7.726215600967407,2.82674,113.406073471,9.31322685638e-10,0.051405906677246094,-4.65661287308e-09,80,0.09007024765014648,1.8076214790344238,1000.0,0.152203924407,0.995024,-0.004742924124,80,16.8962,0.0,33.3307290649,0.460265930033,300.0,0.00914409197867,3.75,0.994973,1.1223876476287842,2.82709,0.00474291946739,16.25,0.07711100578308105,49.68313384056091,2.811213254928589,0.0
1.023066759109497,17.1974,7.362964868545532,2.84476,60.415229868,-9.31322685638e-10,0.041318655014038086,-3.31783667207e-09,80,0.08144330978393555,1.796112298965454,500.0,0.261773344662,1.00719,-0.00800516828895,80,17.2953,0.0,125.691835455,0.424691625076,700.0,0.00760639645159,28.75,1.00428,0.9132566452026367,2.85043,0.00800516497111,10.0,0.07519268989562988,57.275838136672974,2.8173651695251465,0.0
0.9693963527679443,17.4137,6.116976976394653,2.85726,102.19466718,0.0,0.037441253662109375,-3.0267983675e-09,80,0.09766530990600586,1.3670642375946045,700.0,0.215600758917,1.01181,-0.00557601917535,80,17.4263,0.0,313.625473296,0.0763503059415,1600.0,0.00646893121302,83.75,1.01157,0.8318874835968018,2.85798,0.00557601614855,17.5,0.05779910087585449,63.82742357254028,2.2317426204681396,0.0
1.078763723373413,17.4606,6.379372596740723,2.85995,174.064463633,9.31322685638e-10,0.0479435920715332,4.65661287308e-09,80,0.12104535102844238,1.3324847221374512,1400.0,0.13372732305,1.01755,-0.0116421785206,80,17.6303,0.0,278.699547004,0.0833723540038,1700.0,0.00932368542999,58.75,1.01326,1.0837125778198242,2.86962,0.0116421831772,28.75,0.05700325965881348,70.44039106369019,2.1892504692077637,0.0
0.9876577854156494,17.6793,6.3148722648620605,2.87239,284.492420813,1.86264537128e-09,0.04636645317077637,-2.79396772385e-09,80,0.08701586723327637,1.3997371196746826,1800.0,0.12883277559,1.02176,-0.00919225625694,80,17.7693,0.0,271.036782559,0.469372652694,2300.0,0.00798624847084,43.75,1.01917,0.9862160682678223,2.87747,0.00919225346297,73.75,0.0602574348449707,76.97629499435425,2.2747673988342285,0.0
