Perplexity,StdReturn,MaxKL,MaxReturn,MinReturn,ExplainedVariance,LossAfter,MeanKL,ItrTime,AverageReturn,NumTrajs,Time,TotalExecTime,Entropy,LossBefore,AveragePolicyStd
21.7921,301.4548059,1.25002,1000.0,0.0,0.332551947017,-0.0113757,0.0239716,27.682746648788452,125.0,20,27.68274211883545,27.511324644088745,3.08155,-0.00585293,1.12957
21.6649,336.860505254,1.67977,1000.0,0.0,0.365957583659,0.00272714,0.00808337,30.93501043319702,205.0,20,58.62102389335632,30.77235770225525,3.0757,0.00730042,1.12628
21.7442,478.121323515,0.0511654,1900.0,0.0,0.399645718138,-0.00540487,0.00072039,32.14921164512634,320.0,20,90.7854495048523,32.05229139328003,3.07935,-0.00400405,1.12833
21.7007,291.376045687,1.858,1300.0,0.0,0.449946980289,0.00216563,0.00617354,25.90223002433777,90.0,20,116.69770073890686,25.768166542053223,3.07734,0.0062052,1.1272
21.7681,501.273378507,0.429404,1500.0,0.0,0.361043045107,0.0152245,0.00281766,27.937548875808716,285.0,20,144.6419746875763,27.84297776222229,3.08045,0.0177686,1.12895
21.9624,231.516738056,0.195942,1000.0,0.0,0.313308053803,-0.00574987,0.003074,28.441319704055786,80.0,20,173.09101176261902,28.288442134857178,3.08933,-0.00180257,1.13397
21.9426,197.230829233,0.0532677,700.0,0.0,0.375612163014,-0.00942424,0.00144002,30.143518686294556,90.0,20,203.24736666679382,29.891881465911865,3.08843,-0.00756484,1.13346
