Entropy,StdReturn,AveragePolicyStd,LossBefore,MaxKL,AverageReturn,TotalExecTime,Perplexity,MaxReturn,Time,NumTrajs,MinReturn,MeanKL,LossAfter,ItrTime,ExplainedVariance
1.73658,896.716231592,0.58088,-0.0245027,5.94491,3620.0,6.2098588943481445,5.67789,6900.0,6.3233819007873535,40,1700.0,3.07068,-0.298163,6.3233864307403564,0.673435433941
1.71208,332.264954517,0.573357,-0.0458903,0.771465,7390.0,6.21505069732666,5.54045,7900.0,12.630144834518433,40,6400.0,0.232071,-0.103272,6.3042261600494385,0.983985655331
1.68913,412.848337771,0.566713,-0.0297459,0.936748,7082.5,6.088991165161133,5.41477,7900.0,18.753761529922485,40,6100.0,0.231317,-0.0826028,6.120819330215454,0.972911856751
1.67426,319.912097302,0.561823,-0.0328962,0.290836,7562.5,6.808168888092041,5.33484,7900.0,25.63108730316162,40,6800.0,0.0627238,-0.0563327,6.870619058609009,0.988472933519
1.65781,278.567765544,0.556738,-0.0283155,0.104498,7480.0,5.92300009727478,5.24781,7900.0,31.630425453186035,40,6800.0,0.0661404,-0.0452957,5.987140893936157,0.987534436473
1.64365,264.468807234,0.552094,-0.00972335,0.197681,7617.5,5.950702428817749,5.17403,8200.0,37.699883699417114,40,6900.0,0.0280977,-0.0202229,6.052302360534668,0.992993088783
1.63879,202.237484162,0.550282,-0.034454,0.455422,7690.0,5.9102256298065186,5.14894,8000.0,43.71973752975464,40,6900.0,0.150219,-0.0672286,6.0138373374938965,0.994697122326
