LossAfter,AverageReturn,Time,ItrTime,Perplexity,ExplainedVariance,NumTrajs,LossBefore,TotalExecTime,MaxKL,StdReturn,MaxReturn,MeanKL,MinReturn,AveragePolicyStd,Entropy
-0.143753,10710.0,8.1621835231781,8.162184238433838,13.0471,0.384393010075,20,-0.0172818,8.070921182632446,2.32877,4165.80124346,16900.0,0.837901,4800.0,0.87453,2.56857
-0.111914,13550.0,16.03856348991394,7.872215986251831,12.8236,0.701306213025,20,-0.0217962,7.798885107040405,0.737423,2127.08721025,18200.0,0.412877,10900.0,0.867005,2.55129
-0.118581,15910.0,24.803500652313232,8.755056142807007,12.6846,0.788217214284,20,-0.012807,8.690132856369019,0.736717,2125.29997883,20600.0,0.388698,13100.0,0.862411,2.54039
-0.0743262,15470.0,33.660895109176636,8.838592052459717,12.6036,0.834515682508,20,-0.0118519,8.76751160621643,0.616636,1296.95797927,19200.0,0.31048,13800.0,0.85978,2.53399
-0.0603918,20145.0,42.525739431381226,8.84749460220337,12.5292,0.974011611063,20,-0.018047,8.799784183502197,0.470994,754.635673686,21300.0,0.15667,18200.0,0.857069,2.52806
-0.0579565,19450.0,51.672505378723145,9.142135620117188,12.4166,0.949926103685,20,-0.0222022,9.054561138153076,0.323534,1150.0,21100.0,0.179159,17200.0,0.85304,2.51904
-0.0533729,20330.0,60.970250606536865,9.292582750320435,12.2796,0.963011662919,20,0.000612047,9.217450380325317,0.58278,1051.23736615,21300.0,0.28351,17300.0,0.848209,2.50794
