StdReturn,LossAfter,MaxReturn,Entropy,NumTrajs,ExplainedVariance,MinReturn,AverageReturn,LossBefore,MeanKL,MaxKL,TotalExecTime,AveragePolicyStd,ItrTime,Perplexity,Time
100.498756211,-0.0208686,300.0,2.74043,20,0.663938543339,0.0,170.0,0.00474434,0.0856753,0.824985,10.132985830307007,0.95435,10.209473848342896,15.4937,10.209471225738525
689.85505724,-0.00307344,2800.0,2.74518,20,0.135017962709,200.0,610.0,0.0155879,0.050231,0.201812,5.441299676895142,0.95641,5.498748540878296,15.5674,15.717836618423462
2434.72791088,-0.0339552,9700.0,2.75297,20,0.17438689764,200.0,3610.0,-0.00722063,0.0750851,0.193822,5.472609281539917,0.959978,5.500619649887085,15.6892,21.22346782684326
2144.40551202,-0.0164905,17800.0,2.74936,20,0.707052344508,9000.0,14155.0,0.000749975,0.0499016,0.192313,5.650710821151733,0.958283,5.692840814590454,15.6326,26.929375648498535
2034.17673765,-0.0360468,20600.0,2.74974,20,0.823363840325,13400.0,17275.0,-0.0214737,0.0491036,0.107546,5.591576099395752,0.958309,5.636175632476807,15.6385,32.57231593132019
1866.88912365,-0.0300678,20700.0,2.739,20,0.872390591115,14300.0,17815.0,-0.0111719,0.0343027,0.0733576,5.644002199172974,0.953365,5.689061403274536,15.4715,38.279009103775024
1235.50596923,-0.0189577,20700.0,2.73341,20,0.947142569431,16800.0,19355.0,-0.00543739,0.0542046,0.462317,5.552935361862183,0.951212,5.584352970123291,15.3853,43.86732316017151
