Perplexity,AveragePolicyStd,StdReturn,MaxKL,MinReturn,LossAfter,NumTrajs,Time,MaxReturn,MeanKL,AverageReturn,ItrTime,Entropy,LossBefore,TotalExecTime,ExplainedVariance
15.2117,0.947542,3443.45756472,0.665866,9100.0,-0.0551466,20,10.03272557258606,20400.0,0.370657,15640.0,10.032731294631958,2.72206,-0.0101506,9.974875688552856,0.654281379696
15.058,0.941918,1972.2068857,1.18788,11700.0,-0.0806526,20,15.73682713508606,20700.0,0.265854,18320.0,5.699564218521118,2.71191,-0.01177,5.64326810836792,0.864325360039
14.9697,0.939139,302.448342697,0.0411367,21900.0,-0.02147,20,21.755266427993774,22900.0,0.00511991,22405.0,6.005784749984741,2.70603,-0.0154587,5.949875354766846,0.993577502942
14.8544,0.935403,472.122865365,0.0756871,20900.0,-0.0345148,20,27.544513940811157,23100.0,0.00783579,22410.0,5.782353162765503,2.6983,-0.02951,5.73144268989563,0.988818688154
14.6368,0.928884,404.227658628,0.262193,21400.0,-0.011799,20,33.121588706970215,23000.0,0.0300193,22460.0,5.5669496059417725,2.68354,-0.00244467,5.524889945983887,0.992243427044
14.619,0.928022,584.18746991,0.684263,21300.0,-0.03458,20,38.728535175323486,23000.0,0.0351988,22285.0,5.6024603843688965,2.68232,-0.0229571,5.567628860473633,0.988116731494
14.4521,0.922925,223.327114341,0.249226,22100.0,-0.0143517,20,44.36512780189514,23000.0,0.0251624,22475.0,5.632924556732178,2.67084,-0.00580283,5.574586868286133,0.994609099875
