MeanKL,LossBefore,ExplainedVariance,MaxReturn,ItrTime,Time,AveragePolicyStd,LossAfter,Entropy,AverageReturn,MinReturn,MaxKL,StdReturn,Perplexity,TotalExecTime,NumTrajs
3.46776,-0.0103868,0.779043731304,5400.0,6.270002365112305,6.269996881484985,0.58088,-0.324229,1.73658,4177.5,2600.0,9.25738,715.712058023,5.67789,6.19267725944519,40
0.0395957,-0.0287745,0.989278706939,8100.0,6.138814449310303,12.427446842193604,0.577989,-0.0527478,1.72619,7455.0,6700.0,0.396161,346.374075242,5.61922,6.088067054748535,40
0.0574512,-0.0311236,0.988904297196,8200.0,6.398155450820923,18.829002857208252,0.573078,-0.0561298,1.71181,7652.5,6900.0,0.51141,317.007492025,5.53895,6.370452880859375,40
0.06657,-0.0574398,0.992533939894,8300.0,7.422586679458618,26.26075792312622,0.568156,-0.0740035,1.69624,7837.5,7400.0,0.266085,255.62423594,5.45342,7.378617286682129,40
0.195798,0.00510809,0.990447108909,8200.0,6.227344989776611,32.49105620384216,0.559833,-0.0367979,1.66752,7725.0,7000.0,1.23519,313.647891751,5.29903,6.122184753417969,40
0.149796,-0.0054763,0.993528372945,8300.0,6.910420179367065,39.40520715713501,0.560362,-0.0369232,1.67008,7892.5,7300.0,0.550487,256.307920283,5.31258,6.8509132862091064,40
0.10695,0.00200802,0.992665589377,8400.0,6.0281898975372314,45.46217226982117,0.559306,-0.0328693,1.66734,7870.0,7200.0,0.621766,290.0,5.29805,5.9694788455963135,40
