0AverageReturn,1AveragePolicyStd,1Entropy,0MinReturn,0ProcessExecTime,0MaxReturn,Time,0NumTrajs,MeanKLBefore,0EnvExecTime,1MinReturn,1ProcessExecTime,1NumTrajs,ComputeUpdatedDistTime,ItrTime,1StdReturn,1PolicyExecTime,LossAfter,MeanKL,0StdReturn,0Entropy,0AveragePolicyStd,0PolicyExecTime,1EnvExecTime,LossBefore,1Perplexity,0ExplainedVariance,1MaxReturn,1AverageReturn,1ExplainedVariance,dLoss,0Perplexity
158.75,0.809019,2.40789,0.0,0.043909549713134766,1700.0,338.0029389858246,80,0.0,1.0236952304840088,0.0,0.07213616371154785,80,0.11456632614135742,7.7718541622161865,962.934966651,2.886847972869873,-0.0136986989528,0.00985826551914,410.089548148,2.41275,0.811178,1.135627031326294,1.7780792713165283,1.00117176771e-08,11.1105,0.139290128139,2600.0,552.5,0.490719536044,0.0136987089645,11.1646
117.5,0.807652,2.40335,0.0,0.055840492248535156,1700.0,346.56289505958557,80,0.0,1.221283197402954,0.0,0.07192397117614746,80,0.08969783782958984,7.988576889038086,775.361810705,2.8583312034606934,-0.0105283204466,0.00661977846175,352.765857191,2.40601,0.808823,1.2987544536590576,1.7485072612762451,-2.79396772385e-09,11.0601,0.094357868763,2600.0,426.25,0.388644240337,0.0105283176526,11.0897
102.5,0.809037,2.40838,0.0,0.04444694519042969,1400.0,354.40138268470764,80,0.0,1.0123984813690186,0.0,0.07444882392883301,80,0.07846903800964355,7.827332258224487,0.0,2.9094345569610596,0.0,0.0,315.42629884,2.42784,0.81652,1.1766595840454102,1.823599100112915,0.0,11.1159,0.0488112404989,0.0,0.0,1,0.0,11.3343
137.5,0.818832,2.43397,0.0,0.06101512908935547,1600.0,363.66686749458313,80,-3.72529074255e-09,1.3871123790740967,0.0,0.0736541748046875,80,0.3117072582244873,8.701488018035889,0.0,2.9056551456451416,0.0,0.0,348.344298073,2.42784,0.81652,1.4311621189117432,1.7798693180084229,0.0,11.4041,0.0642486072368,0.0,0.0,1,0.0,11.3343
250.0,0.811502,2.41544,0.0,0.04940366744995117,1800.0,371.8456130027771,80,3.72529074255e-09,1.153996229171753,0.0,0.07562971115112305,80,0.11610078811645508,8.170695543289185,1167.04487917,2.9684038162231445,-0.00303598446772,0.00850355066359,528.913981664,2.42784,0.81652,1.2978017330169678,1.8513095378875732,-9.31322574615e-10,11.1946,0.1241942417,2900.0,672.5,0.514027828736,0.00303598353639,11.3343
133.75,0.834557,2.47104,0.0,0.06450796127319336,1200.0,380.9317994117737,80,-1.86264537128e-09,1.459169626235962,0.0,0.07184147834777832,80,0.09142112731933594,8.484530925750732,726.291952317,2.9092373847961426,-0.0119613753632,0.00829657446593,335.761727271,2.46729,0.832814,1.5139193534851074,1.7781882286071777,9.31322574615e-09,11.8347,0.0522320314682,2200.0,400.0,0.381192078699,0.0119613846764,11.7905
177.5,0.836624,2.47757,0.0,0.05155134201049805,1800.0,389.09053587913513,80,3.72529074255e-09,1.2234485149383545,0.0,0.07598543167114258,80,0.09311318397521973,8.147233486175537,1145.16374375,2.970633029937744,-0.00516497110948,0.0077977036126,434.734114143,2.48779,0.840848,1.2952582836151123,1.8507559299468994,2.32830643654e-09,11.9123,0.0820152366318,2900.0,660.0,0.457330791559,0.00516497343779,12.0347
138.75,0.840913,2.48708,0.0,0.049120426177978516,1900.0,397.44994592666626,80,0.0,1.127842664718628,0.0,0.06971287727355957,80,0.11353540420532227,7.832717180252075,0.0,2.7932193279266357,0.0,0.0,364.860846762,2.50508,0.848457,1.2493503093719482,1.6966941356658936,0.0,12.0261,0.0720385957426,0.0,0.0,1,0.0,12.2446
162.5,0.84509,2.49768,0.0,0.055666446685791016,1800.0,405.75566601753235,80,0.0,1.3087871074676514,0.0,0.0737152099609375,80,0.10244107246398926,8.299647808074951,134.808892511,2.9109740257263184,-0.00786991883069,0.00908535253257,390.632499928,2.50508,0.848457,1.3835563659667969,1.7965521812438965,-1.12049747258e-09,12.1543,0.0530191640478,1000.0,21.25,0.0507505145705,0.0078699177102,12.2446
140.0,0.84763,2.50557,0.0,0.03977179527282715,1600.0,413.7139182090759,80,0.0,0.9110462665557861,0.0,0.07156634330749512,80,0.0815877914428711,7.353305339813232,1136.87070505,2.830946922302246,-0.00415070494637,0.0071942540817,350.927342907,2.51743,0.852783,1.0857999324798584,1.7600479125976562,-6.51925802231e-09,12.2505,0.0541660701849,2800.0,655.0,0.498324160054,0.00415069842711,12.3966
233.75,0.832357,2.46936,0.0,0.05713224411010742,1900.0,422.07185554504395,80,-3.72529074255e-09,1.3240230083465576,0.0,0.0751192569732666,80,0.08346724510192871,8.35241413116455,1090.1806043,2.935955047607422,-0.00590728176758,0.00876226928085,502.977074527,2.48016,0.836876,1.4012749195098877,1.8252568244934082,-3.0267983675e-09,11.8149,0.0657817782552,2800.0,627.5,0.469102079605,0.00590727874078,11.9432
232.5,0.815955,2.42897,0.0,0.04339027404785156,2000.0,430.14152932167053,80,0.0,0.9914858341217041,0.0,0.07087922096252441,80,0.08474421501159668,7.546281099319458,0.0,2.8510632514953613,0.0,0.0,538.464251367,2.43183,0.817274,1.1646296977996826,1.7158172130584717,0.0,11.3472,0.0988294892725,0.0,0.0,1,0.0,11.3797
