MinReturn,LossAfter,StdReturn,TotalExecTime,AverageReturn,AveragePolicyStd,Perplexity,MaxReturn,Time,MaxKL,ExplainedVariance,Entropy,LossBefore,MeanKL,NumTrajs,ItrTime
0.0,-0.0709631,406.624827083,7.466500759124756,562.5,0.982009,16.3558,2200.0,7.580932378768921,19.9955,0.267331086757,2.79458,0.0277845,0.663633,40,7.580935478210449
600.0,-0.0262498,1024.58528196,7.417845010757446,2365.0,0.995796,16.8166,5500.0,15.104870319366455,8.4014,0.518838077205,2.82237,-0.00177702,0.0555369,40,7.518326282501221
200.0,-0.0479093,1302.68712667,7.273217439651489,2727.5,0.99532,16.8017,5800.0,22.43415069580078,2.01356,0.537863265042,2.82148,-0.0268882,0.0483423,40,7.3262410163879395
900.0,-0.0487636,943.808773004,7.3209004402160645,2585.0,0.988794,16.5773,4500.0,29.8596351146698,3.93862,0.574074442405,2.80804,-0.0163207,0.0888455,40,7.4190990924835205
300.0,-0.0727023,1119.79629844,7.589078187942505,2417.5,0.984509,16.4426,4900.0,37.50158500671387,103.649,0.497601797389,2.79987,-0.0133982,0.193774,40,7.632359027862549
600.0,-0.0872683,942.705547878,7.361756324768066,2907.5,0.98113,16.3328,4900.0,44.92031192779541,1.70437,0.64351327228,2.79318,-0.0585352,0.0639,40,7.412436485290527
200.0,-0.0357356,1588.52132501,7.339524507522583,2740.0,0.967047,15.8617,5200.0,52.343993186950684,8.27131,0.564949172821,2.76391,-0.00207103,0.0981042,40,7.415653705596924
