LossBefore,Time,ExplainedVariance,NumTrajs,AveragePolicyStd,Perplexity,MinReturn,AverageReturn,MaxReturn,ItrTime,StdReturn,MeanKL,MaxKL,TotalExecTime,LossAfter,Entropy
-0.00251247,12.264743328094482,0.167947356324,20,0.999438,17.0561,0.0,20.0,200.0,12.264751672744751,60.0,0.159169,18.7252,12.173763751983643,-0.00139411,2.83651
0.00800477,25.013070583343506,0.0443128365598,20,0.99815,17.0133,0.0,5.0,100.0,12.745548963546753,21.7944947177,0.000676695,0.0911051,12.50411319732666,0.0072392,2.834
0.00540364,37.35272550582886,0.235570820855,20,1.00011,17.0816,0.0,120.0,1200.0,12.335242986679077,307.571129985,0.0041426,0.753996,12.283509492874146,0.00342063,2.838
-0.0,49.06001377105713,1,20,1.00146,17.1278,0.0,0.0,0.0,11.686618566513062,0.0,0.0,0.0,11.640288829803467,-0.0,2.8407
-0.00406845,60.82653021812439,0.0565289542437,20,1.00146,17.1278,0.0,35.0,700.0,11.742494344711304,152.561463024,0.0161412,1.61856,11.700624942779541,-0.00736411,2.8407
-0.0168371,72.02691507339478,0.260045926812,20,1.00045,17.093,0.0,100.0,1300.0,11.194915294647217,314.642654451,0.215674,22.33,11.160877704620361,-0.0407742,2.83867
-0.0,84.31922221183777,1,20,0.996287,16.9497,0.0,0.0,0.0,12.288532257080078,0.0,0.0,0.0,12.233044624328613,-0.0,2.83025
