MinReturn,LossBefore,AveragePolicyStd,Perplexity,MeanKL,StdReturn,LossAfter,MaxReturn,MaxKL,TotalExecTime,NumTrajs,ItrTime,Entropy,AverageReturn,Time,ExplainedVariance
0.0,0.0162775,0.930467,14.777,0.0990917,102.95630141,-0.00503635,300.0,1.49309,11.34121322631836,20,11.501353979110718,2.69307,220.0,11.501347541809082,0.747217784065
200.0,0.00209503,0.93798,15.0195,0.0449646,58.3095189485,-0.0169015,400.0,1.20379,11.638890266418457,20,11.769157409667969,2.70935,240.0,23.282680988311768,0.87593491471
200.0,-0.00478684,0.938429,15.0353,0.0768475,66.8954408013,-0.0242262,400.0,1.48186,11.398109674453735,20,11.445828914642334,2.7104,255.0,34.734039545059204,0.874525879202
300.0,-0.0131762,0.937366,14.9993,0.0218359,146.969384567,-0.0278311,800.0,0.302623,11.491336822509766,20,11.559133529663086,2.708,480.0,46.30327796936035,0.833529853868
200.0,-0.0043023,0.934428,14.9008,0.0564788,212.77922831,-0.0231125,1100.0,0.496254,11.468026161193848,20,11.511091470718384,2.70142,685.0,57.81841731071472,0.828610356583
600.0,-0.0163642,0.933533,14.8688,0.122701,391.918358845,-0.0500592,2200.0,1.02171,11.557247400283813,20,11.620593309402466,2.69927,1080.0,69.45243191719055,0.707035571093
4400.0,0.00499751,0.929849,14.7477,0.224944,3835.63554056,-0.0511197,17900.0,1.24451,11.662724494934082,20,11.748950481414795,2.69108,11270.0,81.2322325706482,0.436477067177
