Entropy,LossAfter,ExplainedVariance,Time,TotalExecTime,MaxKL,StdReturn,AveragePolicyStd,AverageReturn,MaxReturn,MinReturn,MeanKL,NumTrajs,Perplexity,LossBefore,ItrTime
3.08155,-0.0109986,0.268652386706,12.950336933135986,12.887053728103638,0.185203,1333.97901033,1.12957,650.0,6000.0,0.0,0.00217644,20,21.7921,-0.00828029,12.950344324111938
3.07327,-0.00165612,0.34919450511,26.72518491744995,13.67784571647644,0.30629,1085.57588404,1.1249,1095.0,3200.0,0.0,0.00222795,20,21.6124,0.000183251,13.771891832351685
3.07336,0.0251896,0.260562930358,39.25100588798523,12.468955278396606,2.3308,786.431815226,1.12495,605.0,2300.0,0.0,0.0223786,20,21.6144,0.0268252,12.519876718521118
3.08677,-0.0236659,0.370635054366,52.882567167282104,13.58882999420166,0.263926,1063.76689176,1.13253,880.0,3500.0,0.0,0.00178892,20,21.9063,-0.0216508,13.627062559127808
3.07595,0.00529531,0.280236517619,66.14215636253357,13.170462369918823,0.353003,1031.73397734,1.12641,805.0,4300.0,0.0,0.00781715,20,21.6704,0.00789663,13.255857706069946
3.0799,-0.00503288,0.322816766602,79.01512050628662,12.788924932479858,0.454608,939.401405151,1.12865,1095.0,3000.0,0.0,0.00639527,20,21.7561,-0.00145135,12.866411447525024
3.07917,-0.00769286,0.311225029005,92.59808087348938,13.517030715942383,0.230387,1010.64335945,1.12826,760.0,4000.0,0.0,0.00385289,20,21.7404,-0.00540749,13.566628456115723
