Perplexity,MaxReturn,MinReturn,AverageReturn,Entropy,MaxKL,AveragePolicyStd,ExplainedVariance,LossAfter,LossBefore,NumTrajs,StdReturn,MeanKL,Time,ItrTime,TotalExecTime
17.0561,100.0,0.0,5.0,2.83651,0.82358,0.999438,0.052384154751,-0.00793687,-0.00674488,20,21.7944947177,0.00679661,15.649874210357666,15.649880647659302,15.361624002456665
16.9415,700.0,0.0,50.0,2.82977,0.210149,0.996208,0.14969580071,0.017489,0.0192673,20,162.788205961,0.00188818,31.33746337890625,15.6553373336792,15.431018829345703
17.1055,0.0,0.0,0.0,2.8394,0.0,1.00087,1,-0.0,-0.0,20,0.0,0.0,47.14918899536133,15.802899599075317,15.58156156539917
17.1055,0.0,0.0,0.0,2.8394,0.0,1.00087,1,-0.0,-0.0,20,0.0,0.0,63.460901737213135,16.28646945953369,16.132575273513794
17.1055,0.0,0.0,0.0,2.8394,0.0,1.00087,1,-0.0,-0.0,20,0.0,0.0,79.52267742156982,16.012590169906616,15.891797304153442
17.1055,1100.0,0.0,70.0,2.8394,0.0135838,1.00087,0.204075319744,-0.023795,-0.021657,20,245.153013443,0.000796628,96.21036911010742,16.648868322372437,16.481751680374146
16.9213,0.0,0.0,0.0,2.82857,0.0,0.995408,1,-0.0,-0.0,20,0.0,0.0,112.28970909118652,16.048180103302002,15.876109838485718
