LossAfter,AverageReturn,LossBefore,StdReturn,MaxReturn,MaxKL,MinReturn,AveragePolicyStd,Perplexity,ExplainedVariance,Entropy,ItrTime,Time,TotalExecTime,MeanKL,NumTrajs
-0.0276598,95.0,-0.00473674,226.881026091,700.0,1.02853,0.0,0.870797,12.9461,0.126317452731,2.5608,31.427573919296265,31.427566289901733,31.192320346832275,0.10036,20
-0.0154769,1570.0,-0.0032807,902.828887442,2700.0,0.313352,0.0,0.868678,12.885,0.701693342465,2.55606,30.958359003067017,62.3951621055603,30.638156175613403,0.0266614,20
-0.00643842,1680.0,0.00691675,713.161973187,2600.0,0.460816,0.0,0.86801,12.8638,0.764402514907,2.55442,32.83257842063904,95.2311429977417,32.670663356781006,0.0340312,20
0.0118852,2045.0,0.015012,581.786043146,2900.0,0.040912,0.0,0.869542,12.9084,0.857559700155,2.55788,32.86685609817505,128.11304998397827,32.59857773780823,0.00244457,20
-0.00858947,2260.0,-0.00305719,380.0,3100.0,0.118382,1400.0,0.872798,13.0057,0.897235429288,2.56538,33.262768030166626,161.39244270324707,33.0600061416626,0.00390716,20
-0.00290927,2245.0,0.00160749,355.633238042,2900.0,0.111262,1600.0,0.872085,12.9858,0.900591261074,2.56386,30.73952865600586,192.16562962532043,30.554790019989014,0.0087635,20
0.0024775,2230.0,0.0154441,345.108678535,2900.0,0.208555,1600.0,0.872452,12.9962,0.904360157728,2.56466,32.24853801727295,224.4391312599182,32.0816547870636,0.00540512,20
