AverageReturn,ItrTime,MeanKL,AveragePolicyStd,LossAfter,StdReturn,Perplexity,ExplainedVariance,TotalExecTime,LossBefore,Entropy,MaxKL,NumTrajs,Time,MinReturn,MaxReturn
117.5,4.656167984008789,0.301426,0.876188,-0.0423103,207.228738355,13.0899,0.0579360137677,4.607160568237305,0.00648735,2.57184,10.553,40,4.656162261962891,0.0,1000.0
632.5,4.631105661392212,0.0724789,0.879424,-0.0507241,443.50169109,13.1751,0.275755274698,4.5921471118927,-0.0239387,2.57833,2.77302,40,9.290109872817993,0.0,2300.0
1487.5,4.741121053695679,0.211162,0.874225,-0.0683705,727.388307577,13.0183,0.430681094297,4.67502236366272,-0.00685082,2.56636,9.73871,40,14.034617185592651,300.0,2900.0
1675.0,4.674880266189575,0.0842658,0.872646,-0.0692257,896.032923502,12.9738,0.391232926184,4.634854316711426,-0.0355996,2.56293,10.0628,40,18.713146209716797,0.0,3900.0
1997.5,5.17789101600647,0.0807036,0.86477,-0.0428428,864.721776064,12.7449,0.391194853449,5.106579303741455,-0.0198791,2.54513,24.0056,40,23.894659280776978,600.0,4600.0
1932.5,4.868099689483643,0.08473,0.860525,-0.0394511,1003.34129288,12.6188,0.426976863654,4.823216438293457,-0.0147275,2.53519,4.01724,40,28.76634120941162,0.0,4100.0
2105.0,4.825944662094116,0.118266,0.857398,-0.0485738,791.185818882,12.5263,0.478427079918,4.775067090988159,-0.0118228,2.52783,2.63143,40,33.59612464904785,600.0,3900.0
