ItrTime,0ProcessExecTime,1EnvExecTime,0PolicyExecTime,1MaxReturn,0AverageReturn,1AveragePolicyStd,Time,1StdReturn,0ExplainedVariance,0StdReturn,0MaxReturn,MeanKL,0MinReturn,1NumTrajs,0AveragePolicyStd,0Entropy,0NumTrajs,LossBefore,1Entropy,MeanKLBefore,1MinReturn,dLoss,1PolicyExecTime,1AverageReturn,1ProcessExecTime,0EnvExecTime,1Perplexity,LossAfter,0Perplexity,ComputeUpdatedDistTime,1ExplainedVariance
56.398229122161865,0.5401954650878906,10.607409477233887,7.290019750595093,23500.0,6463.0,0.997667,56.39822697639465,9462.82151369,0.214614579334,8151.4434918,22800.0,1.39698363988e-10,0.0,200,1.0,1.41894,200,-3.49245632414e-11,1.4166,1.62981489416e-10,0.0,-8.73115468814e-11,19.931771993637085,8653.0,0.4595062732696533,10.65529465675354,4.12308,5.238698364e-11,4.13273,2.3769454956054688,0.274098090447
49.18798327445984,0.47699785232543945,10.796485185623169,6.775173902511597,23200.0,8147.5,1.00099,107.6738691329956,9138.18225907,0.247586222668,8362.254107,23200.0,4.65661009752e-10,0.0,200,1.0,1.41894,200,2.61934474111e-10,1.41991,5.12227260607e-10,0.0,-7.79982745058e-10,17.296733379364014,10595.0,0.4420661926269531,10.523088693618774,4.13676,1.04191721917e-09,4.13273,0.2104778289794922,0.41503315088
55.695512533187866,0.49764156341552734,10.802664995193481,8.619839906692505,24400.0,5127.5,0.997353,165.72616529464722,9123.36648392,0.110524108566,7571.12896139,22400.0,1.39698322354e-10,0.0,200,1.0,1.41894,200,-1.05792419269e-09,1.41625,1.39698391743e-10,0.0,-6.91215973347e-10,20.67611002922058,7072.0,0.4583146572113037,10.663803577423096,4.12162,-3.66708219346e-10,4.13273,0.20247817039489746,0.202897161482
51.32574534416199,0.5063185691833496,11.101712703704834,7.227471113204956,24100.0,7510.0,0.999575,219.16631078720093,9252.29375615,0.262871859802,8252.38753331,23700.0,3.49245771192e-11,0.0,200,1.0,1.41894,200,1.59488999785e-09,1.4185,6.98491542384e-11,0.0,2.2700996638e-10,18.221033334732056,10589.5,0.5213611125946045,10.780020952224731,4.13093,1.36788003147e-09,4.13273,0.20475149154663086,0.398720756984
52.1420464515686,0.4867541790008545,10.940245628356934,7.225133895874023,23900.0,6466.0,0.998139,273.4936730861664,8798.76553842,0.181708894924,8072.2514827,23600.0,5.49480239087e-09,0.0,200,1.0,1.41894,200,5.12227427141e-10,1.41704,-9.31321963993e-11,0.0,4.6566139833e-11,19.51587438583374,7375.0,0.4874904155731201,10.577112197875977,4.12489,4.65661287308e-10,4.13273,0.20551037788391113,0.233170414144
53.45704746246338,0.48733019828796387,10.803736925125122,10.631211519241333,23700.0,8049.0,0.997971,329.0483150482178,9131.33062593,0.2838664261,8332.48456344,23600.0,4.65660704441e-11,0.0,200,1.0,1.41894,200,7.91624155116e-10,1.41688,-4.65659386051e-11,0.0,6.08269989932e-10,17.447768688201904,10351.0,0.4623222351074219,10.725730657577515,4.12422,1.83354165184e-10,4.13273,0.21582818031311035,0.346478091748
53.86133289337158,0.501744270324707,11.342845916748047,7.248673915863037,22400.0,3916.5,0.99834,385.00892782211304,7971.39379281,0.12388264406,6843.4989406,22800.0,0.00825432315469,0.0,200,1.0,1.41894,200,-1.85100357264e-09,1.41722,1.74623010496e-10,0.0,0.000248952343827,20.833366870880127,5309.0,0.5394182205200195,10.869075059890747,4.12563,-0.000248954194831,4.13273,0.20189309120178223,0.176413314382
53.789008140563965,0.5517945289611816,10.979573249816895,7.6741697788238525,22900.0,6064.0,0.996556,440.89965772628784,8277.12510477,0.188249920374,7672.105578,22500.0,-2.16840434497e-17,0.0,200,0.998123,1.41706,200,-1.21071930259e-09,1.41548,2.32830456304e-11,0.0,1.69966374308e-09,20.422664642333984,7410.0,0.46468472480773926,10.772001504898071,4.11847,-2.91038304567e-09,4.12497,0.2160942554473877,0.219530992159
51.427446126937866,0.4745779037475586,11.052192449569702,6.876916408538818,23700.0,7624.0,0.997066,494.43699502944946,9038.28501432,0.29381711605,8028.06477303,22800.0,4.65661259552e-11,0.0,200,0.998123,1.41706,200,-4.65660843219e-11,1.41597,4.65661051385e-11,0.0,-4.19095119719e-10,19.18120241165161,10298.0,0.49619197845458984,10.560181617736816,4.12047,3.72529035397e-10,4.12497,0.18488478660583496,0.328968449937
54.9622220993042,0.4817476272583008,10.935546159744263,8.529725551605225,23300.0,7871.5,1.00089,551.5410430431366,9506.87535418,0.256548789965,8443.30727559,22800.0,-2.79396727976e-10,0.0,200,0.998123,1.41706,200,9.31322519104e-10,1.41981,-4.65661884053e-11,0.0,2.79396672465e-10,19.868501901626587,10739.0,0.4689466953277588,10.622668743133545,4.13633,6.5192584664e-10,4.12497,0.17538189888000488,0.4737228564
49.984840631484985,0.5055999755859375,10.697664022445679,7.544397830963135,24300.0,9693.0,0.994312,603.6760005950928,8909.67416632,0.358476534319,8174.567328,22700.0,-4.65661259552e-11,0.0,200,0.998123,1.41706,200,-5.58793566974e-10,1.41321,-1.39698377866e-10,0.0,4.19095091964e-10,16.947131872177124,11452.5,0.4669058322906494,11.02452039718628,4.10911,-9.77888658937e-10,4.12497,0.1993730068206787,0.434367844174
