AverageReturn,MinReturn,ExplainedVariance,AveragePolicyStd,Entropy,TotalExecTime,StdReturn,MaxKL,Time,Perplexity,LossBefore,LossAfter,MeanKL,ItrTime,MaxReturn,NumTrajs
3080.0,0.0,0.140183135855,0.935103,2.7007,19.360111236572266,1763.68931504,1.3858,19.48019027709961,14.8902,0.0127907,-0.047183,0.435548,19.480196237564087,5800.0,20
39380.0,34800.0,0.935025870959,0.94161,2.71349,19.92590641975403,1856.23274403,0.315619,39.49606132507324,15.0819,-0.0221328,-0.0416281,0.0818219,20.011943340301514,42200.0,20
39175.0,0.0,0.858528286622,0.936292,2.70243,21.082838773727417,9024.18278849,0.0498956,60.71139097213745,14.9159,-0.00171336,-0.00471556,0.00377235,21.20889687538147,42400.0,20
40800.0,37300.0,0.959953768503,0.935977,2.70157,21.35178017616272,1435.96657343,0.0514412,82.18406391143799,14.9031,-0.0188941,-0.0227176,0.00947266,21.46766948699951,42300.0,20
41645.0,39600.0,0.976090541632,0.931834,2.69212,20.94481635093689,799.046306543,0.203188,103.23145890235901,14.763,-0.01164,-0.0160497,0.0083233,21.035040378570557,42500.0,20
41680.0,38500.0,0.976321361699,0.929035,2.6863,19.733514070510864,912.469177562,0.150535,123.2009825706482,14.6773,-0.0120446,-0.0215174,0.0228641,19.960734844207764,42600.0,20
41470.0,39700.0,0.97887681008,0.9262,2.68028,19.39711046218872,836.122000667,0.125505,142.674818277359,14.5892,-0.0108275,-0.0160174,0.00525036,19.46924901008606,42600.0,20
