StdReturn,LossAfter,TotalExecTime,Perplexity,LossBefore,NumTrajs,Time,MeanKL,AverageReturn,AveragePolicyStd,ExplainedVariance,MinReturn,MaxReturn,MaxKL,Entropy,ItrTime
479.478883789,8.57487e-05,14.44157886505127,17.2706,0.00523649,20,14.682149410247803,0.00355655,110.0,1.00568,0.0701812188231,0.0,2200.0,0.11666,2.849,14.682155847549438
468.401537145,3.97449,11.72906494140625,17.3612,0.00812809,20,26.57362151145935,16.492,160.0,1.00821,0.174142206954,0.0,2000.0,1833.36,2.85424,11.88471245765686
273.678643668,0.0178148,14.04004454612732,17.4319,0.0191526,20,40.7468159198761,0.000351844,110.0,1.01027,0.298299752892,0.0,1000.0,0.00301372,2.8583,14.16631531715393
374.299345444,-0.00788673,12.361815214157104,17.5997,-0.0133095,20,53.19130730628967,0.0401681,130.0,1.01518,0.161475343381,0.0,1300.0,5.13558,2.86788,12.43646502494812
348.532638357,0.705379,14.42694902420044,17.4829,-0.0156517,20,67.79253101348877,2.67234,145.0,1.0118,0.242413880887,0.0,1100.0,422.196,2.86123,14.55545687675476
388.072158239,-0.0224884,14.321134090423584,17.3467,-0.00966521,20,82.23332667350769,0.212785,180.0,1.00782,0.175080133074,0.0,1400.0,12.4819,2.8534,14.389840364456177
65.3834841531,0.000513557,13.238269805908203,17.263,0.00105639,20,95.57549381256104,0.000308123,15.0,1.00536,0.097194772152,0.0,300.0,0.0388515,2.84857,13.32874083518982
