Entropy,StdReturn,Time,LossAfter,Perplexity,MaxReturn,LossBefore,MeanKL,ExplainedVariance,TotalExecTime,MinReturn,AveragePolicyStd,NumTrajs,AverageReturn,MaxKL,ItrTime
2.40341,421.300071208,4.863958358764648,-0.146569,11.0609,1600.0,0.0176274,1.19345,0.259833857415,4.783661603927612,0.0,0.805297,40,672.5,7.96999,4.863961935043335
2.42104,1072.33390322,9.482911348342896,-0.0660811,11.2576,7000.0,-0.0489047,0.0206589,0.806778644258,4.547004699707031,3100.0,0.811993,40,5210.0,1.2303,4.6141369342803955
2.39659,998.235944053,14.106691837310791,-0.0853324,10.9856,6900.0,-0.0635909,0.037233,0.842418089468,4.578545331954956,2500.0,0.802121,40,5445.0,0.958653,4.614743947982788
2.36479,961.037850451,18.748473167419434,-0.140091,10.6418,7400.0,-0.104772,0.0581838,0.848747611073,4.602026462554932,2300.0,0.789502,40,5512.5,0.966683,4.6365885734558105
2.31241,585.016025422,23.44668436050415,-0.0743368,10.0987,7700.0,-0.0569129,0.0501487,0.935304120794,4.636698246002197,5300.0,0.769109,40,6402.5,4.79333,4.693097829818726
2.28395,1420.37847069,28.214423418045044,-0.0795804,9.81537,8100.0,-0.0467329,0.0908523,0.841411549007,4.690211534500122,300.0,0.758202,40,6105.0,1.11175,4.743878126144409
2.26058,560.0,33.25636887550354,-0.0852436,9.58867,7800.0,-0.0435834,0.176873,0.935575087485,4.976982831954956,5200.0,0.749332,40,6630.0,3.12577,5.037143230438232
