LossAfter,TotalExecTime,AverageReturn,ExplainedVariance,Entropy,LossBefore,MaxReturn,NumTrajs,MaxKL,Perplexity,AveragePolicyStd,StdReturn,MinReturn,MeanKL,ItrTime,Time
-0.0,4.4635467529296875,0.0,1,2.74043,-0.0,0.0,20,0.0,15.4937,0.95435,0.0,0.0,0.0,4.5262908935546875,4.5262861251831055
-0.0310243,4.473501920700073,10.0,0.0591694392176,2.74043,-0.00483055,200.0,20,1.01763,15.4937,0.95435,43.5889894354,0.0,0.0669481,4.524387359619141,9.055909156799316
-0.00808869,4.743865728378296,10.0,0.0693001402305,2.73802,0.0279077,200.0,20,0.970191,15.4563,0.953096,43.5889894354,0.0,0.0844436,4.781194686889648,13.84317946434021
-0.0322062,4.710652589797974,100.0,0.173760658052,2.75197,-0.0233507,1600.0,20,0.148058,15.6735,0.959801,347.850542619,0.0,0.0211092,4.747588872909546,18.59755849838257
-0.0221646,4.654724359512329,145.0,0.0919246547419,2.7403,-1.64881e-05,1600.0,20,0.438783,15.4916,0.954146,423.64489847,0.0,0.0405929,4.6878204345703125,23.291948556900024
-0.0266322,4.60615611076355,295.0,0.141530955588,2.74029,-0.0189111,1900.0,20,0.099358,15.4914,0.954187,626.478251817,0.0,0.0200161,4.6579978466033936,27.95900058746338
-0.0138346,4.658438205718994,685.0,0.192265030231,2.73083,-0.00781981,2500.0,20,0.201033,15.3457,0.949778,835.029939583,0.0,0.0278189,4.703673362731934,32.66780090332031
