AverageReturn,StdReturn,ExplainedVariance,MeanKL,LossAfter,AveragePolicyStd,MaxReturn,Time,Entropy,MinReturn,MaxKL,ItrTime,LossBefore,TotalExecTime,Perplexity,NumTrajs
140.0,162.480768093,0.412475626197,0.21805,-0.0467691,0.947542,400.0,4.969244003295898,2.72206,0.0,3.80173,4.96924901008606,0.00386218,4.897679805755615,15.2117,20
240.0,73.4846922835,0.855592503549,0.061514,-0.0316595,0.949739,300.0,9.671135663986206,2.72592,100.0,1.27369,4.694467782974243,-0.00875666,4.627760171890259,15.2705,20
335.0,72.6291952317,0.900790662153,0.00422744,-0.00852035,0.947128,500.0,14.276182889938354,2.72155,200.0,0.0440791,4.5999064445495605,-0.00476016,4.567703008651733,15.2038,20
325.0,104.283268073,0.851826653054,0.0125584,-0.00140878,0.946116,500.0,19.015493631362915,2.71917,0.0,0.119595,4.736375570297241,0.00666705,4.695700407028198,15.1677,20
380.0,67.8232998313,0.916216755529,0.012143,-0.020359,0.9477,500.0,23.819252252578735,2.7225,300.0,0.208424,4.799065589904785,-0.0141934,4.760385036468506,15.2183,20
430.0,78.1024967591,0.913358703224,0.0148694,-0.0251807,0.944572,500.0,28.40295648574829,2.7154,300.0,0.113163,4.579870700836182,-0.0171394,4.532536506652832,15.1107,20
420.0,107.703296143,0.884239468825,0.0216766,-0.0196948,0.940904,500.0,33.21258854866028,2.70683,0.0,0.211923,4.801922082901001,-0.00864183,4.762973308563232,14.9817,20
