NumTrajs,StdReturn,LossAfter,MaxKL,LossBefore,AverageReturn,AveragePolicyStd,Time,ItrTime,Perplexity,Entropy,TotalExecTime,MinReturn,MaxReturn,ExplainedVariance,MeanKL
40,775.689209671,-0.0451648,19.5789,-0.00585923,267.5,0.982009,5.3435869216918945,5.343591928482056,16.3558,2.79458,5.263340473175049,0.0,4200.0,0.200687638684,0.216012
40,735.692700793,-0.0351572,2.72541,-0.00968161,677.5,0.979408,10.48871374130249,5.1415417194366455,16.2603,2.78872,5.061280012130737,0.0,4700.0,0.127079365067,0.0583596
40,768.293563685,-0.0718991,6.77115,-0.0168241,1235.0,0.976538,15.555696249008179,5.0604774951934814,16.1817,2.78388,5.0230019092559814,100.0,3300.0,0.318238927779,0.15051
40,807.275510591,-0.0722521,82.1854,-0.0126142,2707.5,0.972227,21.353059768676758,5.792830944061279,16.0462,2.77547,5.747756242752075,1400.0,4200.0,0.574541474627,0.346039
40,664.449960494,-0.0788947,3.58967,-0.0364313,2027.5,0.969566,26.668599605560303,5.309937477111816,15.9453,2.76916,5.256048679351807,800.0,3600.0,0.522621587996,0.137894
40,1455.76225738,-0.0798847,49.2942,-0.0191388,1797.5,0.960913,31.75297784805298,5.076805591583252,15.6575,2.75095,5.0254833698272705,0.0,6300.0,0.408540598194,0.0982081
40,1722.35304163,-0.053133,3.53722,0.00094711,2600.0,0.956102,36.67027020454407,4.910593509674072,15.5084,2.74138,4.86060905456543,100.0,5500.0,0.544399600825,0.196948
