MaxReturn,ItrTime,MaxKL,TotalExecTime,MeanKL,StdReturn,LossBefore,AverageReturn,Perplexity,MinReturn,NumTrajs,Time,ExplainedVariance,AveragePolicyStd,Entropy,LossAfter
300.0,9.920445442199707,1.46156,9.857561349868774,0.286537,90.0,0.0325657,30.0,17.1557,0.0,20,9.92044186592102,0.0583591263729,1.00326,2.84233,0.00483347
15600.0,9.406922101974487,0.40986,9.350861549377441,0.15274,3197.07288,-0.0178009,8785.0,17.7236,2800.0,20,19.330053329467773,0.419323156823,1.01983,2.8749,-0.0603404
25300.0,9.677662134170532,0.392905,9.64652132987976,0.164627,3225.65884743,-0.0159974,18625.0,17.5665,12700.0,20,29.01241183280945,0.56805853327,1.0155,2.86599,-0.0485157
32300.0,8.05316948890686,0.162024,7.988102674484253,0.0932768,4418.64232542,-0.0246333,21140.0,17.4266,14900.0,20,37.069148540496826,0.500160293014,1.01127,2.858,-0.0488291
31300.0,8.606430530548096,0.53684,8.552336692810059,0.257711,3971.0326113,-0.0041582,20970.0,17.2133,14600.0,20,45.68030333518982,0.502391582073,1.00525,2.84568,-0.0534035
16500.0,9.647917747497559,0.975739,9.61671495437622,0.43051,3266.47746051,-0.0254496,9275.0,17.1775,2200.0,20,55.333473682403564,0.335690416116,1.00423,2.8436,-0.0849527
26600.0,9.792521238327026,0.67288,9.74371862411499,0.287268,4561.89379534,0.000986937,20075.0,16.9603,10500.0,20,65.13143849372864,0.548312575505,0.997938,2.83088,-0.0623666
