AveragePolicyStd,MinReturn,TotalExecTime,LossAfter,LossBefore,MaxKL,ExplainedVariance,ItrTime,MaxReturn,Entropy,Perplexity,MeanKL,AverageReturn,Time,StdReturn,NumTrajs
0.930467,0.0,12.60909652709961,-0.0928243,-0.0130526,5.09138,0.1459345727,12.719655990600586,800.0,2.69307,14.777,0.419833,130.0,12.719650268554688,219.317121995,20
0.924273,5600.0,11.787737369537354,-0.0932002,-0.0276307,1.39329,0.565253941771,12.000818014144897,19600.0,2.68002,14.5854,0.223187,12980.0,24.731053113937378,3600.77769378,20
0.917954,17000.0,12.453386783599854,-0.00428756,0.00857465,0.748107,0.954364185114,12.624321460723877,22500.0,2.66621,14.3853,0.0385712,20040.0,37.36688566207886,1143.85313743,20
0.91997,18400.0,12.318258047103882,-0.0171874,-0.0121862,0.0340961,0.967213361317,12.377312421798706,22300.0,2.67049,14.4471,0.00466858,20650.0,49.753172397613525,1088.80668624,20
0.917132,18500.0,12.17251968383789,-0.0150887,-0.00415619,0.217275,0.975603692618,12.242437362670898,22400.0,2.6644,14.3593,0.020137,20195.0,62.02143669128418,836.943845189,20
0.91616,18900.0,11.637933492660522,-0.0122632,0.00882135,0.51486,0.967802413765,11.702286005020142,22900.0,2.66232,14.3295,0.0746253,21195.0,73.73216819763184,1125.37771437,20
0.918197,19500.0,12.184977054595947,-0.0501716,-0.0263916,0.88192,0.961709378154,12.267091989517212,22400.0,2.66673,14.3929,0.122326,21360.0,86.0063374042511,886.227961644,20
