StdReturn,MeanKL,Entropy,LossAfter,AveragePolicyStd,MaxReturn,LossBefore,Perplexity,MaxKL,ItrTime,NumTrajs,TotalExecTime,Time,AverageReturn,MinReturn,ExplainedVariance
671.639784408,0.108252,2.84416,-0.0128177,1.0032,2800.0,0.00844888,17.1872,0.317944,6.695566415786743,20,6.609314680099487,6.6955649852752686,330.0,0.0,0.0458448077702
2051.70660671,0.0319862,2.85261,0.00459745,1.00751,9000.0,0.0178469,17.333,0.0809121,6.5631279945373535,20,6.452773809432983,13.26110291481018,4150.0,0.0,0.319433948421
3507.77707387,0.00391292,2.86153,0.000775874,1.01195,13000.0,0.00433201,17.4883,0.0103293,9.330631732940674,20,9.265882730484009,22.594945192337036,6050.0,0.0,0.224250356889
2803.64049051,0.0106655,2.8637,-0.0177583,1.01308,15200.0,-0.0135837,17.5263,0.0360424,6.340455055236816,20,6.285006284713745,28.948398113250732,8440.0,4000.0,0.387482965212
2843.81346083,0.0105582,2.85691,0.0254927,1.00967,12500.0,0.0311425,17.4076,0.0350688,6.489835023880005,20,6.4426963329315186,35.44370245933533,6465.0,1000.0,0.237042176888
3504.98216829,0.0145032,2.87248,-0.00985391,1.01761,15500.0,-0.00498068,17.6808,0.0350229,6.629287242889404,20,6.577901601791382,42.083221673965454,6890.0,500.0,0.337673214577
2916.20901171,0.0427242,2.86999,-0.0389307,1.01632,10900.0,-0.0240556,17.6368,0.0893643,6.534268617630005,20,6.448529005050659,48.62251543998718,5835.0,800.0,0.229556438776
