AverageReturn,MinReturn,AveragePolicyStd,MaxKL,ExplainedVariance,TotalExecTime,ItrTime,MaxReturn,StdReturn,Time,LossAfter,Entropy,NumTrajs,LossBefore,MeanKL,Perplexity
0.0,0.0,0.935103,0.0,1,19.657105684280396,19.774397611618042,0.0,0.0,19.774394035339355,-0.0,2.7007,20,-0.0,0.0,14.8902
0.0,0.0,0.935103,0.0,1,19.327353477478027,19.41234803199768,0.0,0.0,39.192078590393066,-0.0,2.7007,20,-0.0,0.0,14.8902
0.0,0.0,0.935103,0.0,1,18.86051058769226,18.90773344039917,0.0,0.0,58.109301805496216,-0.0,2.7007,20,-0.0,0.0,14.8902
0.0,0.0,0.935103,0.0,1,19.694782972335815,19.736039876937866,0.0,0.0,77.85021495819092,-0.0,2.7007,20,-0.0,0.0,14.8902
0.0,0.0,0.935103,0.0,1,19.23230791091919,19.277186393737793,0.0,0.0,97.14155960083008,-0.0,2.7007,20,-0.0,0.0,14.8902
0.0,0.0,0.935103,0.0,1,19.606816053390503,19.735283613204956,0.0,0.0,116.88326859474182,-0.0,2.7007,20,-0.0,0.0,14.8902
0.0,0.0,0.935103,0.0,1,19.06188941001892,19.133747816085815,0.0,0.0,136.03577971458435,-0.0,2.7007,20,-0.0,0.0,14.8902
