LossAfter,MaxKL,ItrTime,Perplexity,TotalExecTime,MinReturn,Entropy,StdReturn,AveragePolicyStd,Time,NumTrajs,MeanKL,AverageReturn,ExplainedVariance,LossBefore,MaxReturn
0.00320886,0.742127,4.975491285324097,15.4937,4.901350021362305,0.0,2.74043,147.986485869,0.95435,4.975485563278198,20,0.0372919,110.0,0.21446454647,0.0146489,600.0
-0.0206499,0.315933,4.59542441368103,15.7223,4.5414323806762695,0.0,2.75508,628.967407741,0.961806,9.57737922668457,20,0.0875579,520.0,0.183808882293,0.0171103,2100.0
-0.0663764,0.54341,4.820826053619385,15.8574,4.785322904586792,4000.0,2.76364,4021.92739865,0.966412,14.404444932937622,20,0.206546,9310.0,0.367622461601,0.00662538,17200.0
-0.0236267,0.0649185,4.822135925292969,15.91,4.778863191604614,17000.0,2.76695,1182.41278748,0.96795,19.232146978378296,20,0.0114148,20170.0,0.949580956401,-0.0156831,21500.0
-0.0444517,0.952491,4.782252550125122,15.7858,4.736222743988037,18100.0,2.75911,930.201591054,0.964772,24.023041248321533,20,0.12339,20635.0,0.963827644059,-0.0147452,21900.0
-0.0678789,0.448813,4.715881586074829,15.6698,4.680245399475098,16200.0,2.75174,1339.87872586,0.961271,28.743882417678833,20,0.170296,19785.0,0.942343268581,-0.0277443,21600.0
-0.0587454,0.343507,4.715639591217041,15.4539,4.675217628479004,0.0,2.73786,4654.70460932,0.954426,33.469285011291504,20,0.0291044,20165.0,0.891797926708,-0.0465442,22100.0
