0AverageReturn,0AveragePolicyStd,1ProcessExecTime,MeanKLBefore,LossBefore,1ExplainedVariance,1MaxReturn,1NumTrajs,LossAfter,0NumTrajs,0EnvExecTime,0Entropy,1MinReturn,ItrTime,0MaxReturn,0Perplexity,0ExplainedVariance,1StdReturn,0PolicyExecTime,0StdReturn,1Entropy,ComputeUpdatedDistTime,1AveragePolicyStd,1EnvExecTime,Time,1Perplexity,dLoss,0MinReturn,MeanKL,0ProcessExecTime,1PolicyExecTime,1AverageReturn
362.5,1.0,0.11215424537658691,-1.45519130079e-09,4.65661287308e-10,0.122443689378,2800.0,120,-0.00693241879344,120,1.2336785793304443,2.83788,0.0,13.813405275344849,2600.0,17.0795,0.0689111248964,905.937206556,1.6934328079223633,781.03163615,2.84365,0.6148941516876221,1.00291,2.7829434871673584,13.81339693069458,17.1784,0.0069324192591,0.0,0.00719904946163,0.051732778549194336,4.147337913513184,466.666666667
