Entropy,TotalExecTime,LossAfter,ExplainedVariance,Perplexity,AveragePolicyStd,Time,MaxKL,StdReturn,LossBefore,AverageReturn,MeanKL,NumTrajs,MaxReturn,ItrTime,MinReturn
2.40341,4.9436469078063965,-0.317073,0.802121106239,11.0609,0.805297,5.010810613632202,57.1684,1200.03906186,-0.0343471,5187.5,2.28729,40,7300.0,5.010815858840942,2800.0
2.36906,4.69679069519043,-0.136394,0.361605800673,10.6874,0.79146,9.767704963684082,3.59695,854.458893101,0.000711784,1680.0,0.530446,40,3700.0,4.752963304519653,400.0
2.36942,4.689704656600952,-0.0559479,0.925615560633,10.6912,0.79185,14.516337871551514,2.56428,681.083695297,-0.022898,6875.0,0.103652,40,8000.0,4.741579294204712,4600.0
2.35797,4.663167953491211,-0.114275,0.946733688438,10.5695,0.786967,19.226770401000977,6.41406,607.844552497,-0.0246167,6905.0,0.373346,40,8200.0,4.697107791900635,5600.0
2.34566,4.741400718688965,-0.126096,0.89328906455,10.4402,0.782011,24.00014328956604,1.93609,654.785270146,-0.0217106,6102.5,0.485524,40,7700.0,4.7674643993377686,4600.0
2.33481,6.076695442199707,-0.136321,0.86026817995,10.3275,0.777706,30.138370275497437,14.4809,791.671491213,-0.00717777,5897.5,0.643207,40,7600.0,6.13025426864624,4100.0
2.33122,4.766722202301025,-0.170043,0.886922681475,10.2905,0.776235,34.942954540252686,3.86241,709.418776182,-0.0299589,6065.0,0.70297,40,7600.0,4.797956228256226,4400.0
